num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
4694,2023,25,14,12:00 a 17:59,Tarde,Mayo,Jueves,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,BMW,Negro,2011,2010-2019,Colisión
4695,2023,25,11,06:00 a 11:59,Mañana,Mayo,Jueves,Guatemala,San Juan Sacatepéquez,Ignorado,Mujer,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
4696,2023,25,16,12:00 a 17:59,Tarde,Mayo,Jueves,Baja Verapaz,Salamá,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Honda,Verde,Ignorado,Ignorado,Colisión
4697,2023,25,16,12:00 a 17:59,Tarde,Mayo,Jueves,Baja Verapaz,Salamá,Ignorado,Mujer,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión
4698,2023,25,18,18:00 a 23:59,Noche,Mayo,Jueves,Jalapa,Mataquescuintla,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Serpento,Azul,Ignorado,Ignorado,Colisión
4699,2023,25,18,18:00 a 23:59,Noche,Mayo,Jueves,Jalapa,Mataquescuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,TVS Apache,Ignorado,Ignorado,Ignorado,Colisión
4700,2023,25,21,18:00 a 23:59,Noche,Mayo,Jueves,Quiché,Ixcán,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
4701,2023,25,21,18:00 a 23:59,Noche,Mayo,Jueves,Quiché,Ixcán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4702,2023,25,12,12:00 a 17:59,Tarde,Mayo,Jueves,San Marcos,La Reforma,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
4703,2023,25,12,12:00 a 17:59,Tarde,Mayo,Jueves,San Marcos,La Reforma,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Vento,Negro,Ignorado,Ignorado,Colisión
4704,2023,25,12,12:00 a 17:59,Tarde,Mayo,Jueves,Quetzaltenango,Colomba,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Cabezal,Freightliner,Gris,Ignorado,Ignorado,Vuelco
4705,2023,25,5,00:00 a 05:59,Mañana,Mayo,Jueves,Sololá,Sololá,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Ford,Gris,Ignorado,Ignorado,Colisión
4706,2023,25,5,00:00 a 05:59,Mañana,Mayo,Jueves,Sololá,Sololá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Ignorado,Amarillo,Ignorado,Ignorado,Colisión
4707,2023,25,15,12:00 a 17:59,Tarde,Mayo,Jueves,Chimaltenango,Patzicía,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión
4708,2023,25,15,12:00 a 17:59,Tarde,Mayo,Jueves,Chimaltenango,Patzicía,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión
4709,2023,25,15,12:00 a 17:59,Tarde,Mayo,Jueves,Chimaltenango,Patzicía,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Camión,Kia,Blanco,2019,2010-2019,Colisión
4710,2023,25,18,18:00 a 23:59,Noche,Mayo,Jueves,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión
4711,2023,25,18,18:00 a 23:59,Noche,Mayo,Jueves,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
4712,2023,25,19,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4713,2023,25,19,18:00 a 23:59,Noche,Mayo,Jueves,Guatemala,Guatemala,12,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4714,2023,25,15,12:00 a 17:59,Tarde,Mayo,Jueves,Guatemala,Villa Canales,1,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4715,2023,25,15,12:00 a 17:59,Tarde,Mayo,Jueves,Guatemala,Villa Canales,1,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4716,2023,25,0,00:00 a 05:59,Mañana,Mayo,Jueves,Sacatepéquez,San Lucas Sacatepéquez,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Rojo,Ignorado,Ignorado,Choque
4717,2023,25,6,06:00 a 11:59,Mañana,Mayo,Jueves,Guatemala,Guatemala,13,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
4718,2023,26,1,00:00 a 05:59,Mañana,Mayo,Viernes,Guatemala,Guatemala,15,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4719,2023,26,1,00:00 a 05:59,Mañana,Mayo,Viernes,Guatemala,Guatemala,15,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Colisión
4720,2023,26,14,12:00 a 17:59,Tarde,Mayo,Viernes,Guatemala,Villa Nueva,3,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4721,2023,26,14,12:00 a 17:59,Tarde,Mayo,Viernes,Guatemala,Villa Nueva,3,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4722,2023,26,15,12:00 a 17:59,Tarde,Mayo,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Derrape
4723,2023,26,13,12:00 a 17:59,Tarde,Mayo,Viernes,Jalapa,Jalapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Toyota,Rojo,Ignorado,Ignorado,Colisión
4724,2023,26,13,12:00 a 17:59,Tarde,Mayo,Viernes,Jalapa,Jalapa,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
4725,2023,26,7,06:00 a 11:59,Mañana,Mayo,Viernes,Jalapa,Jalapa,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
4726,2023,26,23,18:00 a 23:59,Noche,Mayo,Viernes,Zacapa,Zacapa,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Ignorado,Blanco,2023,2020-2029,Colisión
4727,2023,26,23,18:00 a 23:59,Noche,Mayo,Viernes,Zacapa,Zacapa,Ignorado,Hombre,47,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Toyota,Blanco,2023,2020-2029,Colisión
4728,2023,26,12,12:00 a 17:59,Tarde,Mayo,Viernes,Zacapa,Cabañas,Ignorado,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Tractor,John Deere,Verde,Ignorado,Ignorado,Embarrancó
4729,2023,26,17,12:00 a 17:59,Tarde,Mayo,Viernes,Alta Verapaz,Chisec,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión
4730,2023,26,17,12:00 a 17:59,Tarde,Mayo,Viernes,Alta Verapaz,Chisec,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión
4731,2023,26,3,00:00 a 05:59,Mañana,Mayo,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,Colisión
4732,2023,26,3,00:00 a 05:59,Mañana,Mayo,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Colisión
4733,2023,26,7,06:00 a 11:59,Mañana,Mayo,Viernes,Jutiapa,Jutiapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Toyota,Negro,Ignorado,Ignorado,Colisión
4734,2023,26,7,06:00 a 11:59,Mañana,Mayo,Viernes,Jutiapa,Jutiapa,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
4735,2023,26,13,12:00 a 17:59,Tarde,Mayo,Viernes,Petén,San Benito,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Internacional,Azul,1999,1990-1999,Colisión
4736,2023,26,13,12:00 a 17:59,Tarde,Mayo,Viernes,Petén,San Benito,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión
4737,2023,26,14,12:00 a 17:59,Tarde,Mayo,Viernes,El Progreso,Morazán,Ignorado,Mujer,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Negro,2015,2010-2019,Colisión
4738,2023,26,14,12:00 a 17:59,Tarde,Mayo,Viernes,El Progreso,Morazán,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión
4739,2023,26,1,00:00 a 05:59,Mañana,Mayo,Viernes,Chimaltenango,Chimaltenango,1,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Hyundai,Blanco,2006,2000-2009,Colisión
4740,2023,26,1,00:00 a 05:59,Mañana,Mayo,Viernes,Chimaltenango,Chimaltenango,1,Hombre,58,55-59,55-59,55 - 59,Ignorado,Mayor,Camioneta,Toyota,Corinto,Ignorado,Ignorado,Colisión
4741,2023,26,1,00:00 a 05:59,Mañana,Mayo,Viernes,Chimaltenango,Chimaltenango,1,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión
4742,2023,26,18,18:00 a 23:59,Noche,Mayo,Viernes,Chimaltenango,Yepocapa,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ebrio,Mayor,Pick up,Nissan,Ignorado,Ignorado,Ignorado,Colisión
4743,2023,26,18,18:00 a 23:59,Noche,Mayo,Viernes,Chimaltenango,Yepocapa,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ebrio,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión
4744,2023,26,22,18:00 a 23:59,Noche,Mayo,Viernes,Huehuetenango,Barrillas,1,Hombre,28,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,Movesa,Azul,Ignorado,Ignorado,Colisión
4745,2023,26,22,18:00 a 23:59,Noche,Mayo,Viernes,Huehuetenango,Barrillas,1,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4746,2023,26,20,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Petapa,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Kia,Rojo,Ignorado,Ignorado,Colisión
4747,2023,26,20,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Petapa,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Anaranjado,Ignorado,Ignorado,Colisión
4748,2023,26,4,00:00 a 05:59,Mañana,Mayo,Viernes,Escuintla,Guanagazapa,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2018,2010-2019,Choque
4749,2023,26,21,18:00 a 23:59,Noche,Mayo,Viernes,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
4750,2023,26,19,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Guatemala,1,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Scion,Azul,Ignorado,Ignorado,Colisión
4751,2023,26,19,18:00 a 23:59,Noche,Mayo,Viernes,Guatemala,Guatemala,1,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
4752,2023,26,17,12:00 a 17:59,Tarde,Mayo,Viernes,Escuintla,Tiquisate,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2018,2010-2019,Derrape
4753,2023,26,17,12:00 a 17:59,Tarde,Mayo,Viernes,Guatemala,San José Pinula,4,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape
4754,2023,27,0,00:00 a 05:59,Mañana,Mayo,Sábado,Guatemala,Guatemala,3,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2023,2020-2029,Derrape
4755,2023,27,11,06:00 a 11:59,Mañana,Mayo,Sábado,Guatemala,Guatemala,2,Mujer,26,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Honda,Gris,2013,2010-2019,Colisión
4756,2023,27,11,06:00 a 11:59,Mañana,Mayo,Sábado,Guatemala,Guatemala,2,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2022,2020-2029,Colisión
4757,2023,27,12,12:00 a 17:59,Tarde,Mayo,Sábado,Guatemala,Guatemala,8,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Toyota,Amarillo,1979,1970-1979,Colisión
4758,2023,27,12,12:00 a 17:59,Tarde,Mayo,Sábado,Guatemala,Guatemala,8,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2019,2010-2019,Colisión
4759,2023,27,12,12:00 a 17:59,Tarde,Mayo,Sábado,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4760,2023,27,12,12:00 a 17:59,Tarde,Mayo,Sábado,Guatemala,Guatemala,7,Mujer,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Negro,2022,2020-2029,Colisión
4761,2023,27,10,06:00 a 11:59,Mañana,Mayo,Sábado,Guatemala,Mixco,4,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Derrape
4762,2023,27,14,12:00 a 17:59,Tarde,Mayo,Sábado,Alta Verapaz,Panzós,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Derrape
4763,2023,27,16,12:00 a 17:59,Tarde,Mayo,Sábado,Alta Verapaz,Chisec,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Honda,Rojo,2007,2000-2009,Derrape
4764,2023,27,0,00:00 a 05:59,Mañana,Mayo,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,58,55-59,55-59,55 - 59,Ignorado,Mayor,Pick up,Mitsubishi,Gris,2023,2020-2029,Colisión
4765,2023,27,0,00:00 a 05:59,Mañana,Mayo,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Asia Hero,Rojo,Ignorado,Ignorado,Colisión
4766,2023,27,16,12:00 a 17:59,Tarde,Mayo,Sábado,Escuintla,Tiquisate,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,Colisión
4767,2023,27,16,12:00 a 17:59,Tarde,Mayo,Sábado,Escuintla,Tiquisate,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión
4768,2023,27,11,06:00 a 11:59,Mañana,Mayo,Sábado,Zacapa,Zacapa,Ignorado,Mujer,28,25-29,25-29,25 - 29,Ignorado,Mayor,Microbús,Toyota,Rojo,2013,2010-2019,Colisión
4769,2023,27,11,06:00 a 11:59,Mañana,Mayo,Sábado,Zacapa,Zacapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Mitsubishi,Café,2013,2010-2019,Colisión
4770,2023,27,18,18:00 a 23:59,Noche,Mayo,Sábado,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ebrio,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Derrape
4771,2023,27,17,12:00 a 17:59,Tarde,Mayo,Sábado,Suchitepéquez,San Miguel Panán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4772,2023,27,17,12:00 a 17:59,Tarde,Mayo,Sábado,Suchitepéquez,San Miguel Panán,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
4773,2023,27,19,18:00 a 23:59,Noche,Mayo,Sábado,Santa Rosa,Barberena,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Isuzu,Blanco,1992,1990-1999,Colisión
4774,2023,27,19,18:00 a 23:59,Noche,Mayo,Sábado,Santa Rosa,Barberena,Ignorado,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Freightliner,Blanco,2006,2000-2009,Colisión
4775,2023,27,11,06:00 a 11:59,Mañana,Mayo,Sábado,Jalapa,Jalapa,2,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Panel,Foton,Blanco,Ignorado,Ignorado,Colisión
4776,2023,27,11,06:00 a 11:59,Mañana,Mayo,Sábado,Jalapa,Jalapa,2,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
4777,2023,27,18,18:00 a 23:59,Noche,Mayo,Sábado,Retalhuleu,San Sebastián,Ignorado,Hombre,47,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Mitsubishi,Gris,Ignorado,Ignorado,Colisión
4778,2023,27,18,18:00 a 23:59,Noche,Mayo,Sábado,Retalhuleu,San Sebastián,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión
4779,2023,27,0,00:00 a 05:59,Mañana,Mayo,Sábado,Huehuetenango,Huehuetenango,8,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,2015,2010-2019,Colisión
4780,2023,27,0,00:00 a 05:59,Mañana,Mayo,Sábado,Huehuetenango,Huehuetenango,8,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,2015,2010-2019,Colisión
4781,2023,27,0,00:00 a 05:59,Mañana,Mayo,Sábado,Huehuetenango,Huehuetenango,8,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Honda,Azul,Ignorado,Ignorado,Colisión
4782,2023,27,20,18:00 a 23:59,Noche,Mayo,Sábado,Huehuetenango,Huehuetenango,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Camión,Hino,Corinto,Ignorado,Ignorado,Colisión
4783,2023,27,20,18:00 a 23:59,Noche,Mayo,Sábado,Huehuetenango,Huehuetenango,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,Colisión
4784,2023,27,21,18:00 a 23:59,Noche,Mayo,Sábado,Baja Verapaz,San Jerónimo,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Honda,Gris,2009,2000-2009,Colisión
4785,2023,27,21,18:00 a 23:59,Noche,Mayo,Sábado,Baja Verapaz,San Jerónimo,Ignorado,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Italika,Rojo,2018,2010-2019,Colisión
4786,2023,27,18,18:00 a 23:59,Noche,Mayo,Sábado,Guatemala,Guatemala,21,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2016,2010-2019,Derrape
4787,2023,27,23,18:00 a 23:59,Noche,Mayo,Sábado,Guatemala,Villa Canales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
4788,2023,27,23,18:00 a 23:59,Noche,Mayo,Sábado,Guatemala,Villa Canales,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Hyundai,Azul,Ignorado,Ignorado,Colisión
4789,2023,27,3,00:00 a 05:59,Mañana,Mayo,Sábado,Guatemala,Mixco,1,Mujer,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
4790,2023,27,17,12:00 a 17:59,Tarde,Mayo,Sábado,Guatemala,Mixco,4,Hombre,24,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Serpento,Negro,2017,2010-2019,Colisión
4791,2023,27,17,12:00 a 17:59,Tarde,Mayo,Sábado,Guatemala,Mixco,4,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2018,2010-2019,Colisión
4792,2023,27,17,12:00 a 17:59,Tarde,Mayo,Sábado,Guatemala,Mixco,4,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Camioneta,Mazda,Negro,2018,2010-2019,Colisión
4793,2023,27,18,18:00 a 23:59,Noche,Mayo,Sábado,Izabal,Morales,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,Vuelco
4794,2023,27,20,18:00 a 23:59,Noche,Mayo,Sábado,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Hino,Gris,Ignorado,Ignorado,Colisión
4795,2023,27,20,18:00 a 23:59,Noche,Mayo,Sábado,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Honda,Negro,2007,2000-2009,Colisión
4796,2023,27,21,18:00 a 23:59,Noche,Mayo,Sábado,Guatemala,Guatemala,6,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Serpento,Negro,2020,2020-2029,Derrape
4797,2023,27,13,12:00 a 17:59,Tarde,Mayo,Sábado,Santa Rosa,Taxisco,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
4798,2023,27,19,18:00 a 23:59,Noche,Mayo,Sábado,Petén,La Libertad,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
4799,2023,27,19,18:00 a 23:59,Noche,Mayo,Sábado,Escuintla,Siquinalá,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
4800,2023,27,19,18:00 a 23:59,Noche,Mayo,Sábado,Escuintla,Siquinalá,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión
4801,2023,27,21,18:00 a 23:59,Noche,Mayo,Sábado,Escuintla,San José,Ignorado,Mujer,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
4802,2023,27,21,18:00 a 23:59,Noche,Mayo,Sábado,Escuintla,San José,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
4803,2023,28,23,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,12,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Gris,2023,2020-2029,Colisión
4804,2023,28,23,18:00 a 23:59,Noche,Mayo,Domingo,Guatemala,Guatemala,12,Hombre,47,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2021,2020-2029,Colisión
4805,2023,28,0,00:00 a 05:59,Mañana,Mayo,Domingo,Guatemala,Guatemala,11,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2020,2020-2029,Colisión
4806,2023,28,0,00:00 a 05:59,Mañana,Mayo,Domingo,Guatemala,Guatemala,11,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Yamaha,Rojo,2018,2010-2019,Colisión
4807,2023,28,2,00:00 a 05:59,Mañana,Mayo,Domingo,Guatemala,Amatitlán,Ignorado,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Microbús,Hyundai,Verde,Ignorado,Ignorado,Choque
4808,2023,28,0,00:00 a 05:59,Mañana,Mayo,Domingo,Petén,Flores,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ebrio,Menor,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Choque
4809,2023,28,10,06:00 a 11:59,Mañana,Mayo,Domingo,Guatemala,Guatemala,10,Mujer,44,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Scion,Rojo,2005,2000-2009,Colisión
