num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
261,2021,11,7,2,1,1,1,1,101,12,12,1,36,6,6,8,9,1,4,6,3,2016,5,1
262,2021,11,7,2,1,1,1,1,101,12,12,1,999,16,12,18,9,9,1,999,99,9999,99,1
263,2021,11,19,4,3,1,1,1,101,11,11,1,41,7,7,9,1,1,1,52,9,2018,5,1
264,2021,11,19,4,3,1,1,1,101,11,11,1,22,3,3,5,9,1,4,67,5,9999,99,1
265,2021,11,13,3,2,1,1,1,117,7,99,1,999,16,12,18,9,9,4,76,5,9999,99,1
266,2021,11,13,3,2,1,1,1,117,7,99,9,999,16,12,18,9,9,14,999,99,9999,99,1
267,2021,11,16,3,2,1,1,1,114,99,99,1,27,4,4,6,9,1,5,30,99,9999,99,1
268,2021,11,16,3,2,1,1,1,114,99,99,1,39,6,6,8,9,1,4,77,2,9999,99,1
269,2021,11,18,4,3,1,1,19,1904,99,99,1,20,3,3,5,9,1,4,67,5,2015,5,6
270,2021,11,0,1,1,1,1,5,511,99,99,1,31,5,5,7,9,1,6,19,2,1997,3,1
271,2021,11,0,1,1,1,1,5,511,99,99,1,45,8,8,10,9,1,6,19,3,2000,4,1
272,2021,11,5,1,1,1,1,6,602,99,99,1,23,3,3,5,9,1,4,6,5,9999,99,1
273,2021,11,5,1,1,1,1,6,602,99,99,1,37,6,6,8,9,1,4,6,5,9999,99,1
274,2021,11,19,4,3,1,1,11,1104,99,99,1,50,9,9,11,1,1,4,2,3,9999,99,1
275,2021,11,19,4,3,1,1,11,1104,99,99,1,33,5,5,7,2,1,3,69,4,9999,99,1
276,2021,11,12,3,2,1,1,9,901,99,99,1,38,6,6,8,9,1,4,76,3,2020,6,1
277,2021,11,12,3,2,1,1,9,901,99,99,1,18,2,2,4,9,1,4,32,1,9999,99,1
278,2021,11,12,3,2,1,1,16,1607,99,99,1,19,2,2,4,9,1,3,69,5,9999,99,2
279,2021,11,21,4,3,1,1,2,207,99,99,1,23,3,3,5,9,1,3,69,4,9999,99,1
280,2021,11,21,4,3,1,1,2,207,99,99,1,22,3,3,5,9,1,4,67,1,9999,99,1
281,2021,11,17,3,2,1,1,14,1412,99,99,1,45,8,8,10,1,1,3,48,3,2014,5,1
282,2021,11,17,3,2,1,1,14,1412,99,99,1,39,6,6,8,2,1,4,67,1,2013,5,1
283,2021,11,6,2,1,1,1,3,314,99,99,1,68,12,11,14,9,1,3,17,6,1993,3,1
284,2021,11,6,2,1,1,1,3,314,99,99,1,37,6,6,8,9,1,4,67,1,2007,4,1
285,2021,12,9,2,1,1,2,1,101,1,1,1,26,4,4,6,9,1,4,87,2,2019,5,1
286,2021,12,9,2,1,1,2,1,101,1,1,9,999,16,12,18,9,9,1,52,6,9999,99,1
287,2021,12,10,2,1,1,2,1,101,3,3,2,28,4,4,6,9,1,4,76,2,9999,99,6
288,2021,12,18,4,3,1,2,1,101,11,11,1,31,5,5,7,1,1,6,19,2,2002,4,1
289,2021,12,18,4,3,1,2,1,101,11,11,1,30,5,5,7,9,1,4,25,1,2018,5,1
290,2021,12,21,4,3,1,2,1,101,7,7,1,26,4,4,6,9,1,4,999,99,9999,99,1
291,2021,12,21,4,3,1,2,1,101,7,7,9,999,16,12,18,9,9,1,999,4,9999,99,1
292,2021,12,12,3,2,1,2,1,116,1,99,1,27,4,4,6,9,1,9,10,2,9999,99,1
293,2021,12,12,3,2,1,2,1,116,1,99,1,24,3,3,5,9,1,4,32,4,9999,99,1
294,2021,12,18,4,3,1,2,5,503,99,99,1,38,6,6,8,9,1,6,19,2,2002,4,1
295,2021,12,18,4,3,1,2,5,503,99,99,1,21,3,3,5,9,1,4,999,99,9999,99,1
296,2021,12,21,4,3,1,2,6,602,99,99,1,35,6,6,8,9,1,8,67,2,9999,99,1
297,2021,12,21,4,3,1,2,6,602,99,99,1,21,3,3,5,9,1,4,2,5,9999,99,1
298,2021,12,20,4,3,1,2,10,1001,99,99,1,42,7,7,9,9,1,1,69,6,1995,3,2
299,2021,12,23,4,3,1,2,11,1108,99,99,1,999,16,12,18,9,9,4,67,5,9999,99,2
300,2021,12,23,4,3,1,2,11,1108,99,99,9,999,16,12,18,9,9,3,31,99,9999,99,2
301,2021,12,17,3,2,1,2,13,1328,99,99,1,45,8,8,10,9,1,3,69,2,9999,99,2
302,2021,12,11,2,1,1,2,16,1609,99,99,1,20,3,3,5,1,1,3,48,1,1992,3,1
303,2021,12,11,2,1,1,2,16,1609,99,99,1,32,5,5,7,9,1,4,3,5,2020,6,1
304,2021,12,21,4,3,1,2,17,1703,99,99,2,30,5,5,7,2,1,1,41,4,9999,99,1
305,2021,12,21,4,3,1,2,17,1703,99,99,1,999,16,12,18,9,9,14,999,99,9999,99,1
306,2021,12,15,3,2,1,2,4,409,99,99,1,14,1,1,3,9,2,4,999,99,9999,99,1
307,2021,12,15,3,2,1,2,4,409,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
308,2021,13,16,3,2,1,3,1,101,1,1,1,22,3,3,5,1,1,4,32,1,2017,5,1
309,2021,13,16,3,2,1,3,1,101,1,1,2,27,4,4,6,9,1,4,6,5,2016,5,1
310,2021,13,12,3,2,1,3,1,101,25,25,1,50,9,9,11,1,1,6,30,2,2009,4,2
311,2021,13,22,4,3,1,3,1,101,6,6,1,37,6,6,8,9,1,1,48,4,2006,4,1
312,2021,13,22,4,3,1,3,1,101,6,6,1,999,16,12,18,9,9,4,999,99,9999,99,1
313,2021,13,7,2,1,1,3,1,114,99,99,1,62,11,11,13,9,1,2,17,99,2005,4,1
314,2021,13,7,2,1,1,3,1,114,99,99,2,37,6,6,8,9,1,4,6,1,2020,6,1
315,2021,13,20,4,3,1,3,1,116,1,99,1,13,1,1,3,9,2,4,67,4,9999,99,1
316,2021,13,20,4,3,1,3,1,116,1,99,1,37,6,6,8,9,1,7,30,2,9999,99,1
317,2021,13,7,2,1,1,3,1,108,7,99,9,999,16,12,18,9,9,14,999,99,9999,99,6
318,2021,13,6,2,1,1,3,9,916,99,99,1,52,9,9,11,9,1,4,67,1,9999,99,1
319,2021,13,6,2,1,1,3,9,916,99,99,9,999,16,12,18,9,9,6,999,99,9999,99,1
320,2021,13,0,1,1,1,3,2,204,99,99,1,46,8,8,10,1,1,6,19,99,1999,3,1
321,2021,13,0,1,1,1,3,2,204,99,99,1,47,8,8,10,2,1,1,28,2,2016,5,1
322,2021,13,7,2,1,1,3,17,1710,99,99,1,22,3,3,5,9,1,4,999,99,9999,99,6
323,2021,13,0,1,1,1,3,14,1401,99,99,1,31,5,5,7,2,1,4,190,3,9999,99,1
324,2021,13,0,1,1,1,3,14,1401,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
325,2021,14,11,2,1,1,4,1,101,6,6,2,60,11,11,13,9,1,2,10,4,2007,4,1
326,2021,14,11,2,1,1,4,1,101,6,6,1,27,4,4,6,9,1,4,32,1,2018,5,1
327,2021,14,12,3,2,1,4,22,2217,99,99,1,35,6,6,8,9,1,2,27,2,9999,99,1
328,2021,14,12,3,2,1,4,22,2217,99,99,1,999,16,12,18,9,9,4,6,9,9999,99,1
329,2021,14,0,1,1,1,4,10,1001,2,99,1,48,8,8,10,2,1,5,31,2,9999,99,1
330,2021,14,0,1,1,1,4,10,1001,2,99,1,47,8,8,10,9,1,4,27,5,9999,99,1
331,2021,14,23,4,3,1,4,10,1015,99,99,1,55,10,10,12,1,1,6,30,2,2000,4,1
332,2021,14,23,4,3,1,4,10,1015,99,99,1,30,5,5,7,9,1,4,999,5,9999,99,1
333,2021,14,21,4,3,1,4,12,1215,99,99,1,999,16,12,18,2,9,3,999,99,9999,99,1
334,2021,14,21,4,3,1,4,12,1215,99,99,1,999,16,12,18,9,9,4,27,99,9999,99,1
335,2021,14,12,3,2,1,4,16,1612,99,99,1,35,6,6,8,2,1,5,41,2,2020,6,1
336,2021,14,12,3,2,1,4,16,1612,99,99,1,49,8,8,10,9,1,4,6,1,9999,99,1
337,2021,14,23,4,3,1,4,2,203,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
338,2021,14,23,4,3,1,4,2,203,99,99,1,28,4,4,6,9,1,4,32,1,9999,99,1
339,2021,14,23,4,3,1,4,2,203,99,99,1,21,3,3,5,9,1,4,32,1,9999,99,1
340,2021,14,1,1,1,1,4,18,1801,99,99,1,52,9,9,11,1,1,6,19,2,2000,4,1
341,2021,14,1,1,1,1,4,18,1801,99,99,1,31,5,5,7,9,1,1,69,11,2003,4,1
342,2021,15,15,3,2,1,5,1,101,3,3,1,21,3,3,5,1,1,1,27,4,2013,5,1
343,2021,15,15,3,2,1,5,1,101,3,3,1,999,16,12,18,9,9,18,999,99,9999,99,1
344,2021,15,15,3,2,1,5,1,102,99,99,1,41,7,7,9,1,1,9,56,3,1995,3,1
345,2021,15,15,3,2,1,5,1,102,99,99,1,27,4,4,6,9,1,1,48,4,2012,5,1
346,2021,15,20,4,3,1,5,1,101,7,7,1,33,5,5,7,9,1,1,27,6,9999,99,1
347,2021,15,20,4,3,1,5,1,101,7,7,2,36,6,6,8,9,1,14,999,99,9999,99,1
348,2021,15,7,2,1,1,5,1,115,2,99,1,31,5,5,7,9,1,4,27,5,9999,99,1
349,2021,15,7,2,1,1,5,1,115,2,99,1,999,16,12,18,9,9,1,999,99,9999,99,1
350,2021,15,19,4,3,1,5,22,2202,99,99,1,20,3,3,5,9,1,4,67,1,9999,99,1
351,2021,15,19,4,3,1,5,22,2202,99,99,1,26,4,4,6,9,1,4,64,1,9999,99,1
352,2021,15,11,2,1,1,5,20,2008,99,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
353,2021,15,11,2,1,1,5,20,2008,99,99,1,999,16,12,18,9,9,4,999,99,9999,99,1
354,2021,15,20,4,3,1,5,5,508,99,99,1,64,11,11,13,9,1,2,67,4,2002,4,1
355,2021,15,20,4,3,1,5,5,508,99,99,1,31,5,5,7,9,1,4,6,3,9999,99,1
356,2021,15,23,4,3,1,5,6,602,99,99,9,999,16,12,18,9,9,9,69,2,9999,99,1
357,2021,15,23,4,3,1,5,6,602,99,99,1,25,4,4,6,9,1,4,999,99,9999,99,1
358,2021,15,11,2,1,1,5,10,1021,99,99,2,59,10,10,12,9,1,2,27,4,2001,4,1
359,2021,15,11,2,1,1,5,10,1021,99,99,1,33,5,5,7,9,1,4,27,5,2019,5,1
360,2021,15,17,3,2,1,5,11,1107,99,99,1,27,4,4,6,9,1,3,69,6,1992,3,1
361,2021,15,17,3,2,1,5,11,1107,99,99,1,22,3,3,5,9,1,4,6,5,2011,5,1
362,2021,15,16,3,2,1,5,9,920,99,99,1,33,5,5,7,9,1,5,30,11,1996,3,1
363,2021,15,16,3,2,1,5,9,920,99,99,1,28,4,4,6,9,1,4,999,5,9999,99,1
364,2021,15,19,4,3,1,5,2,207,99,99,1,54,9,9,11,9,1,2,48,99,9999,99,1
365,2021,15,19,4,3,1,5,2,207,99,99,1,999,16,12,18,9,9,2,27,99,9999,99,1
366,2021,16,21,4,3,1,6,1,101,18,18,1,22,3,3,5,1,1,1,27,6,1999,3,1
367,2021,16,21,4,3,1,6,1,101,18,18,1,24,3,3,5,9,1,4,999,99,9999,99,1
368,2021,16,6,2,1,1,6,1,101,13,13,9,999,16,12,18,9,9,99,999,99,9999,99,1
369,2021,16,6,2,1,1,6,1,101,13,13,1,27,4,4,6,9,1,4,6,9,9999,99,1
370,2021,16,7,2,1,1,6,1,115,99,99,1,25,4,4,6,1,1,1,27,4,9999,99,1
371,2021,16,7,2,1,1,6,1,115,99,99,1,27,4,4,6,9,1,4,67,5,9999,99,1
372,2021,16,20,4,3,1,6,1,108,3,99,1,56,10,10,12,9,1,2,41,4,2010,5,1
373,2021,16,20,4,3,1,6,1,108,3,99,2,28,4,4,6,9,1,4,67,1,2018,5,1
374,2021,16,20,4,3,1,6,1,110,99,99,9,999,16,12,18,9,9,4,67,5,9999,99,1
375,2021,16,20,4,3,1,6,1,110,99,99,9,999,16,12,18,9,9,4,32,1,2021,6,1
376,2021,16,22,4,3,1,6,1,108,6,99,1,37,6,6,8,2,1,1,48,11,1997,3,1
377,2021,16,22,4,3,1,6,1,108,6,99,1,999,16,12,18,1,9,2,27,3,1999,3,1
378,2021,16,3,1,1,1,6,5,510,99,99,9,999,16,12,18,9,9,3,31,6,9999,99,1
379,2021,16,3,1,1,1,6,5,510,99,99,1,29,4,4,6,9,1,4,27,5,9999,99,1
380,2021,16,9,2,1,1,6,5,501,99,99,9,999,16,12,18,9,9,6,999,99,9999,99,1
381,2021,16,9,2,1,1,6,5,501,99,99,1,27,4,4,6,9,1,4,64,9,9999,99,1
382,2021,16,11,2,1,1,6,10,1001,1,99,1,18,2,2,4,1,1,3,999,1,9999,99,1
383,2021,16,11,2,1,1,6,10,1001,1,99,1,999,16,12,18,9,9,4,190,5,9999,99,1
384,2021,16,16,3,2,1,6,10,1021,99,99,1,58,10,10,12,1,1,3,69,9,9999,99,1
385,2021,16,16,3,2,1,6,10,1021,99,99,1,999,16,12,18,9,9,4,6,5,9999,99,1
386,2021,16,20,4,3,1,6,11,1102,99,99,1,30,5,5,7,9,1,1,999,9,9999,99,1
387,2021,16,20,4,3,1,6,11,1102,99,99,1,36,6,6,8,9,1,1,999,15,9999,99,1
388,2021,16,7,2,1,1,6,9,920,99,99,1,23,3,3,5,9,1,4,67,2,9999,99,1
389,2021,16,7,2,1,1,6,9,920,99,99,1,39,6,6,8,9,1,3,69,6,9999,99,1
390,2021,16,20,4,3,1,6,13,1301,7,99,9,999,16,12,18,9,9,2,999,99,9999,99,1
391,2021,16,20,4,3,1,6,13,1301,7,99,1,60,11,11,13,9,1,4,32,5,9999,99,1
392,2021,16,20,4,3,1,6,13,1301,7,99,1,28,4,4,6,9,1,4,32,99,9999,99,1
393,2021,16,23,4,3,1,6,8,801,99,99,1,21,3,3,5,9,1,1,27,99,9999,99,7
394,2021,16,1,1,1,1,6,2,207,99,99,1,24,3,3,5,9,1,4,6,1,9999,99,2
395,2021,17,7,2,1,1,7,1,101,1,1,1,71,13,11,15,9,1,1,69,5,1995,3,1
396,2021,17,7,2,1,1,7,1,101,1,1,1,25,4,4,6,9,1,4,27,5,1997,3,1
397,2021,17,0,1,1,1,7,1,101,18,18,1,25,4,4,6,9,1,1,17,6,1995,3,1
398,2021,17,0,1,1,1,7,1,101,18,18,2,999,16,12,18,9,9,4,20,5,2014,5,1
399,2021,17,14,3,2,1,7,1,101,17,17,1,50,9,9,11,9,1,4,25,10,9999,99,1
400,2021,17,14,3,2,1,7,1,101,17,17,1,23,3,3,5,9,1,4,2,99,9999,99,1
401,2021,17,1,1,1,1,7,1,101,13,13,1,25,4,4,6,9,1,5,999,99,9999,99,1
402,2021,17,1,1,1,1,7,1,101,13,13,1,22,3,3,5,9,1,2,27,5,1997,3,1
403,2021,17,0,1,1,1,7,1,101,11,11,1,32,5,5,7,9,1,4,32,5,9999,99,1
404,2021,17,0,1,1,1,7,1,101,11,11,1,38,6,6,8,9,1,3,56,10,2015,5,1
405,2021,17,18,4,3,1,7,1,101,7,7,1,40,7,7,9,9,1,1,48,6,9999,99,1
406,2021,17,18,4,3,1,7,1,101,7,7,1,54,9,9,11,2,1,4,18,3,9999,99,1
407,2021,17,23,4,3,1,7,1,117,12,99,1,30,5,5,7,9,1,1,27,4,9999,99,2
408,2021,17,18,4,3,1,7,1,115,3,99,2,24,3,3,5,9,1,1,17,2,2001,4,1
409,2021,17,18,4,3,1,7,1,115,3,99,1,20,3,3,5,9,1,4,6,5,2020,6,1
410,2021,17,15,3,2,1,7,5,509,99,99,1,60,11,11,13,9,1,2,41,4,9999,99,1
411,2021,17,15,3,2,1,7,5,509,99,99,1,34,5,5,7,9,1,4,67,1,2016,5,1
412,2021,17,16,3,2,1,7,6,613,99,99,1,18,2,2,4,9,1,14,6,1,9999,99,1
413,2021,17,16,3,2,1,7,6,613,99,99,1,40,7,7,9,9,1,4,76,2,9999,99,1
414,2021,17,17,3,2,1,7,6,609,99,99,1,36,6,6,8,9,1,4,67,1,9999,99,8
415,2021,17,23,4,3,1,7,12,1217,99,99,1,29,4,4,6,1,1,3,56,5,9999,99,1
416,2021,17,23,4,3,1,7,12,1217,99,99,1,999,16,12,18,1,9,1,10,5,9999,99,1
417,2021,17,16,3,2,1,7,12,1217,99,99,1,22,3,3,5,9,1,1,48,4,9999,99,1
418,2021,17,16,3,2,1,7,12,1217,99,99,2,25,4,4,6,9,1,4,27,99,9999,99,1
419,2021,17,10,2,1,1,7,8,802,99,99,1,23,3,3,5,9,1,1,69,5,9999,99,2
420,2021,17,19,4,3,1,7,15,1503,1,99,1,14,1,1,3,9,2,3,69,3,1990,3,2
421,2021,17,19,4,3,1,7,17,1710,99,99,1,22,3,3,5,9,1,4,999,99,9999,99,6
422,2021,17,23,4,3,1,7,14,1412,99,99,1,29,4,4,6,9,1,2,999,2,9999,99,1
423,2021,17,23,4,3,1,7,14,1412,99,99,1,28,4,4,6,9,1,4,999,5,9999,99,1
424,2021,17,21,4,3,1,7,3,304,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
425,2021,17,21,4,3,1,7,3,304,99,99,1,23,3,3,5,9,1,4,999,99,9999,99,1
426,2021,18,22,4,3,1,1,1,101,1,1,1,35,6,6,8,2,1,3,56,2,1988,2,1
427,2021,18,22,4,3,1,1,1,101,1,1,1,999,16,12,18,9,9,1,69,9,1988,2,1
428,2021,18,2,1,1,1,1,1,101,18,18,1,999,16,12,18,9,9,6,999,99,9999,99,1
429,2021,18,2,1,1,1,1,1,101,18,18,1,26,4,4,6,9,1,4,32,1,2009,4,1
430,2021,18,14,3,2,1,1,1,101,11,11,1,999,16,12,18,9,9,4,27,1,2019,5,6
431,2021,18,19,4,3,1,1,1,101,11,11,1,51,9,9,11,9,1,3,69,2,2006,4,1
432,2021,18,19,4,3,1,1,1,101,11,11,1,39,6,6,8,9,1,4,67,1,2021,6,1
433,2021,18,22,4,3,1,1,1,101,7,7,1,27,4,4,6,9,1,4,76,5,9999,99,2
434,2021,18,18,4,3,1,1,1,108,6,99,9,999,16,12,18,9,9,12,999,7,9999,99,1
435,2021,18,18,4,3,1,1,1,108,6,99,1,24,3,3,5,9,1,4,27,3,2008,4,1
436,2021,18,17,3,2,1,1,22,2201,99,99,1,26,4,4,6,9,1,4,141,5,9999,99,2
437,2021,18,21,4,3,1,1,5,502,99,99,1,39,6,6,8,9,1,2,27,4,9999,99,1
438,2021,18,21,4,3,1,1,5,502,99,99,1,39,6,6,8,9,1,4,999,99,9999,99,1
439,2021,18,1,1,1,1,1,6,602,99,99,1,40,7,7,9,9,1,4,64,99,9999,99,6
440,2021,18,18,4,3,1,1,6,601,99,99,1,75,14,11,16,9,1,2,28,99,9999,99,1
441,2021,18,18,4,3,1,1,6,601,99,99,1,39,6,6,8,9,1,4,54,5,9999,99,1
442,2021,18,21,4,3,1,1,6,608,99,99,1,999,16,12,18,9,9,6,999,99,9999,99,7
443,2021,18,21,4,3,1,1,12,1207,3,99,1,42,7,7,9,1,1,1,56,4,9999,99,1
444,2021,18,21,4,3,1,1,12,1207,3,99,1,999,16,12,18,9,9,1,69,4,9999,99,1
445,2021,18,21,4,3,1,1,12,1207,3,99,1,999,16,12,18,9,9,14,6,1,9999,99,1
446,2021,18,21,4,3,1,1,12,1207,3,99,1,999,16,12,18,9,9,1,69,4,2011,5,1
447,2021,18,21,4,3,1,1,12,1207,3,99,1,999,16,12,18,9,9,5,41,3,2004,4,1
448,2021,18,19,4,3,1,1,16,1602,99,99,1,18,2,2,4,9,1,1,69,99,9999,99,1
449,2021,18,19,4,3,1,1,16,1602,99,99,1,25,4,4,6,9,1,4,67,5,9999,99,1
450,2021,19,18,4,3,1,2,1,105,99,99,1,999,16,12,18,9,9,3,69,11,1993,3,7
451,2021,19,23,4,3,1,2,1,101,13,13,1,67,12,11,14,9,1,1,28,3,2018,5,1
452,2021,19,23,4,3,1,2,1,101,13,13,1,26,4,4,6,9,1,4,25,17,9999,99,1
453,2021,19,12,3,2,1,2,1,101,7,7,1,52,9,9,11,1,1,99,34,3,2003,4,1
454,2021,19,12,3,2,1,2,1,101,7,7,1,31,5,5,7,9,1,4,6,5,2016,5,1
455,2021,19,13,3,2,1,2,4,406,99,99,9,999,16,12,18,9,9,12,999,11,2011,5,3
456,2021,19,22,4,3,1,2,4,401,99,99,9,999,16,12,18,9,9,1,10,2,9999,99,2
457,2021,19,23,4,3,1,2,3,301,99,99,1,29,4,4,6,9,1,3,69,1,2001,4,1
458,2021,19,23,4,3,1,2,3,301,99,99,1,19,2,2,4,9,1,4,999,5,9999,99,1
459,2021,20,21,4,3,1,3,1,101,13,13,2,24,3,3,5,2,1,1,48,9,2010,5,1
460,2021,20,22,4,3,1,3,1,101,11,11,1,27,4,4,6,9,1,4,2,5,9999,99,6
461,2021,20,14,3,2,1,3,1,108,11,99,1,999,16,12,18,9,9,5,30,6,2000,4,1
462,2021,20,14,3,2,1,3,1,108,11,99,1,38,6,6,8,9,1,4,18,99,2018,5,1
463,2021,20,1,1,1,1,3,1,115,99,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
464,2021,20,1,1,1,1,3,1,115,99,99,1,40,7,7,9,9,1,4,999,1,9999,99,1
465,2021,20,11,2,1,1,3,1,115,99,99,1,999,16,12,18,9,9,5,30,2,1999,3,3
466,2021,20,22,4,3,1,3,4,401,99,99,1,32,5,5,7,2,1,4,32,1,9999,99,1
467,2021,20,22,4,3,1,3,4,401,99,99,1,54,9,9,11,1,1,3,69,4,2014,5,1
468,2021,20,21,4,3,1,3,5,502,99,99,1,47,8,8,10,9,1,3,69,6,9999,99,1
469,2021,20,21,4,3,1,3,5,502,99,99,1,18,2,2,4,9,1,4,67,5,9999,99,1
470,2021,20,6,2,1,1,3,5,504,99,99,1,65,12,11,14,9,1,13,190,1,9999,99,1
471,2021,20,6,2,1,1,3,5,504,99,99,1,24,3,3,5,9,1,4,6,1,9999,99,1
472,2021,20,18,4,3,1,3,7,713,99,99,1,62,11,11,13,2,1,4,999,99,9999,99,6
473,2021,20,11,2,1,1,3,10,1010,99,99,1,41,7,7,9,9,1,5,50,3,9999,99,1
474,2021,20,11,2,1,1,3,10,1010,99,99,1,14,1,1,3,9,2,4,32,3,9999,99,1
475,2021,20,19,4,3,1,3,11,1102,99,99,1,32,5,5,7,1,1,6,19,2,9999,99,1
476,2021,20,19,4,3,1,3,11,1102,99,99,1,30,5,5,7,9,1,4,18,5,9999,99,1
477,2021,20,19,4,3,1,3,13,1301,3,99,9,999,16,12,18,9,9,4,32,99,9999,99,1
478,2021,20,19,4,3,1,3,13,1301,3,99,1,17,2,2,4,9,2,4,999,99,9999,99,1
479,2021,20,0,1,1,1,3,16,1602,99,99,1,40,7,7,9,9,1,9,69,4,2008,4,1
480,2021,20,0,1,1,1,3,16,1602,99,99,1,23,3,3,5,9,1,1,56,4,1998,3,1
481,2021,20,18,4,3,1,3,19,1902,99,99,2,15,2,2,4,9,2,2,69,4,9999,99,3
482,2021,20,17,3,2,1,3,20,2007,99,99,1,21,3,3,5,1,1,4,18,1,9999,99,1
483,2021,20,17,3,2,1,3,20,2007,99,99,1,31,5,5,7,2,1,4,67,1,2020,6,1
484,2021,21,12,3,2,1,4,1,101,1,1,1,29,4,4,6,1,1,1,67,6,1997,3,1
485,2021,21,12,3,2,1,4,1,101,1,1,1,27,4,4,6,1,1,4,6,5,9999,99,1
486,2021,21,6,2,1,1,4,1,101,17,17,1,61,11,11,13,9,1,3,69,6,1994,3,1
487,2021,21,6,2,1,1,4,1,101,17,17,1,32,5,5,7,9,1,4,67,1,2007,4,1
488,2021,21,8,2,1,1,4,1,101,13,13,1,30,5,5,7,1,1,3,69,5,1998,3,1
489,2021,21,8,2,1,1,4,1,101,13,13,1,19,2,2,4,1,1,4,67,3,2007,4,1
490,2021,21,21,4,3,1,4,1,113,99,99,1,40,7,7,9,9,1,2,27,10,9999,99,1
491,2021,21,21,4,3,1,4,1,113,99,99,1,42,7,7,9,9,1,4,6,3,2008,4,1
492,2021,21,19,4,3,1,4,1,101,7,7,1,28,4,4,6,9,1,3,69,9,1994,3,1
493,2021,21,19,4,3,1,4,1,101,7,7,1,20,3,3,5,9,1,4,18,5,9999,99,1
494,2021,21,5,1,1,1,4,1,115,4,99,1,52,9,9,11,9,1,4,999,99,9999,99,2
495,2021,21,14,3,2,1,4,1,117,7,99,1,46,8,8,10,9,1,3,69,2,9999,99,1
496,2021,21,14,3,2,1,4,1,117,7,99,1,28,4,4,6,9,1,4,27,7,9999,99,1
497,2021,21,17,3,2,1,4,1,115,3,99,1,31,5,5,7,9,1,2,28,4,2004,4,1
498,2021,21,17,3,2,1,4,1,115,3,99,1,20,3,3,5,9,1,4,6,1,2013,5,1
499,2021,21,20,4,3,1,4,1,115,6,99,1,999,16,12,18,9,9,3,999,5,9999,99,1
500,2021,21,20,4,3,1,4,1,115,6,99,1,23,3,3,5,9,1,4,2,5,9999,99,1
501,2021,21,21,4,3,1,4,1,116,99,99,1,999,16,12,18,9,9,3,999,99,9999,99,1
502,2021,21,21,4,3,1,4,1,116,99,99,1,18,2,2,4,9,1,4,999,99,9999,99,1
503,2021,21,21,4,3,1,4,1,116,99,99,1,22,3,3,5,9,1,4,54,5,2012,5,1
504,2021,21,21,4,3,1,4,1,116,99,99,1,18,2,2,4,9,1,4,87,14,9999,99,1
505,2021,21,3,1,1,1,4,1,108,8,99,1,40,7,7,9,9,1,1,48,99,2014,5,2
506,2021,21,17,3,2,1,4,22,2217,99,99,1,19,2,2,4,9,1,4,32,5,9999,99,1
507,2021,21,17,3,2,1,4,22,2217,99,99,1,18,2,2,4,9,1,4,32,5,9999,99,1
508,2021,21,21,4,3,1,4,22,2205,99,99,2,25,4,4,6,9,1,2,27,4,9999,99,1
509,2021,21,21,4,3,1,4,22,2205,99,99,1,27,4,4,6,9,1,4,18,1,9999,99,1
510,2021,21,10,2,1,1,4,6,602,99,99,1,40,7,7,9,9,1,5,30,2,1996,3,1
511,2021,21,10,2,1,1,4,6,602,99,99,1,25,4,4,6,9,1,4,2,3,9999,99,1
512,2021,21,16,3,2,1,4,6,614,99,99,1,27,4,4,6,9,1,4,6,5,9999,99,6
513,2021,21,21,4,3,1,4,12,1202,3,99,1,999,16,12,18,9,9,1,999,99,9999,99,3
514,2021,21,21,4,3,1,4,13,1301,1,99,1,34,5,5,7,9,1,2,69,4,9999,99,1
515,2021,21,21,4,3,1,4,13,1301,1,99,1,22,3,3,5,9,1,4,32,5,9999,99,1
516,2021,21,18,4,3,1,4,13,1327,99,99,1,19,2,2,4,9,1,5,999,99,9999,99,1
517,2021,21,18,4,3,1,4,13,1327,99,99,1,42,7,7,9,9,1,1,999,99,9999,99,1
518,2021,21,18,4,3,1,4,13,1327,99,99,1,999,16,12,18,9,9,2,999,99,9999,99,1
519,2021,21,18,4,3,1,4,13,1327,99,99,1,42,7,7,9,9,1,3,999,99,9999,99,1
520,2021,21,18,4,3,1,4,17,1711,99,99,1,19,2,2,4,2,1,4,999,99,9999,99,1
521,2021,21,18,4,3,1,4,17,1711,99,99,9,999,16,12,18,9,9,5,999,99,9999,99,1
522,2021,22,2,1,1,1,5,1,101,8,8,2,37,6,6,8,2,1,2,48,10,2018,5,2
523,2021,22,10,2,1,1,5,1,105,99,99,9,999,16,12,18,9,9,2,27,4,9999,99,1
524,2021,22,10,2,1,1,5,1,105,99,99,1,15,2,2,4,9,2,4,2,1,2017,5,1
