num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
2467,2021,20,15,3,2,3,6,5,509,99,99,1,999,16,12,18,9,4,999,99,9999,99,1,2,2
2468,2021,20,10,2,1,3,6,5,506,99,99,1,999,16,12,18,9,4,6,1,9999,99,1,2,1
2469,2021,20,10,2,1,3,6,5,506,99,99,1,21,3,3,5,1,4,6,1,9999,99,1,2,1
2470,2021,20,17,3,2,3,6,5,511,99,99,1,999,16,12,18,9,4,2,3,9999,99,1,2,1
2471,2021,20,20,4,3,3,6,6,602,99,99,1,18,2,2,4,1,4,999,99,9999,99,1,2,1
2472,2021,20,20,4,3,3,6,6,602,99,99,1,25,4,4,6,1,4,999,99,9999,99,1,2,1
2473,2021,20,21,4,3,3,6,10,1008,99,99,1,1,1,1,1,2,14,6,1,2018,5,1,2,1
2474,2021,20,19,4,3,3,6,13,1312,99,99,1,18,2,2,4,1,4,67,1,9999,99,1,2,1
2475,2021,20,19,4,3,3,6,13,1312,99,99,1,15,2,2,4,2,4,67,1,9999,99,1,2,1
2476,2021,20,21,4,3,3,6,16,1601,4,99,1,27,4,4,6,1,4,32,1,2007,4,6,2,1
2477,2021,20,0,1,1,3,6,2,203,99,99,1,24,3,3,5,1,4,32,1,2016,5,1,2,1
2478,2021,20,2,1,1,3,6,4,415,99,99,2,24,3,3,5,1,3,69,3,1994,3,1,2,1
2479,2021,20,2,1,1,3,6,4,415,99,99,2,21,3,3,5,1,3,69,3,1994,3,1,2,1
2480,2021,20,2,1,1,3,6,4,415,99,99,2,19,2,2,4,1,3,69,3,1994,3,1,2,1
2481,2021,20,2,1,1,3,6,4,415,99,99,2,24,3,3,5,1,3,69,3,1994,3,1,2,1
2482,2021,20,2,1,1,3,6,4,415,99,99,1,4,1,1,1,2,3,69,3,1994,3,1,2,1
2483,2021,20,2,1,1,3,6,4,415,99,99,1,22,3,3,5,1,3,69,3,1994,3,1,2,1
2484,2021,20,11,2,1,3,6,4,412,99,99,1,20,3,3,5,1,4,64,1,2017,5,1,2,1
2485,2021,20,11,2,1,3,6,4,412,99,99,2,22,3,3,5,1,4,64,1,2017,5,1,2,1
2486,2021,20,21,4,3,3,6,3,312,99,99,2,32,5,5,7,1,4,27,5,9999,99,1,2,1
2487,2021,20,17,3,2,3,6,20,2001,2,99,1,999,16,12,18,9,4,999,99,9999,99,1,2,1
2488,2021,21,19,4,3,3,7,1,105,99,99,1,18,2,2,4,1,4,32,1,2016,5,1,1,2
2489,2021,21,16,3,2,3,7,1,101,18,18,1,29,4,4,6,1,4,999,99,9999,99,6,2,1
2490,2021,21,0,1,1,3,7,1,101,21,21,1,999,16,12,18,9,4,6,5,2021,6,1,2,1
2491,2021,21,1,1,1,3,7,1,101,12,12,1,28,4,4,6,1,3,56,5,2004,4,2,2,1
2492,2021,21,1,1,1,3,7,1,101,12,12,2,29,4,4,6,1,3,56,5,2004,4,2,2,1
2493,2021,21,1,1,1,3,7,1,101,12,12,2,0,1,1,1,2,3,56,5,2004,4,2,2,1
2494,2021,21,1,1,1,3,7,1,101,12,12,1,7,1,1,2,2,3,56,5,2004,4,2,2,1
2495,2021,21,1,1,1,3,7,1,101,12,12,2,16,2,2,4,2,3,56,5,2004,4,2,2,1
2496,2021,21,15,3,2,3,7,1,117,8,99,1,23,3,3,5,1,4,32,5,9999,99,2,2,1
2497,2021,21,15,3,2,3,7,1,117,8,99,1,60,11,11,13,1,4,32,5,9999,99,2,2,1
2498,2021,21,20,4,3,3,7,1,116,99,99,1,24,3,3,5,1,4,999,99,9999,99,1,2,1
2499,2021,21,19,4,3,3,7,1,108,5,99,1,999,16,12,18,9,4,32,5,9999,99,6,2,1
2500,2021,21,4,1,1,3,7,22,2201,99,99,1,25,4,4,6,1,4,32,7,2017,5,6,2,1
2501,2021,21,20,4,3,3,7,5,501,99,99,1,45,8,8,10,1,4,6,5,9999,99,6,1,2
2502,2021,21,0,1,1,3,7,12,1218,99,99,1,31,5,5,7,1,4,999,99,9999,99,1,2,1
2503,2021,21,0,1,1,3,7,12,1218,99,99,1,30,5,5,7,1,4,999,99,9999,99,1,2,1
2504,2021,21,0,1,1,3,7,12,1218,99,99,1,27,4,4,6,1,4,999,99,9999,99,1,2,1
2505,2021,21,18,4,3,3,7,13,1309,99,99,1,21,3,3,5,1,4,32,5,9999,99,1,1,2
2506,2021,21,0,1,1,3,7,13,1312,99,99,1,26,4,4,6,1,4,32,1,9999,99,1,1,2
2507,2021,21,17,3,2,3,7,16,1613,99,99,1,20,3,3,5,1,4,6,5,9999,99,6,1,2
2508,2021,21,17,3,2,3,7,2,207,99,99,1,999,16,12,18,9,4,76,9,9999,99,1,2,1
2509,2021,21,17,3,2,3,7,2,207,99,99,1,27,4,4,6,1,4,76,9,9999,99,1,2,1
2510,2021,21,19,4,3,3,7,2,201,99,99,1,27,4,4,6,1,4,27,3,9999,99,6,2,1
2511,2021,21,21,4,3,3,7,2,208,99,99,1,30,5,5,7,1,4,999,99,9999,99,1,2,1
2512,2021,21,15,3,2,3,7,18,1803,99,99,1,17,2,2,4,2,4,18,5,2020,6,1,2,1
2513,2021,21,2,1,1,3,7,14,1412,99,99,1,27,4,4,6,1,3,69,3,1998,3,7,1,2
2514,2021,21,2,1,1,3,7,14,1412,99,99,1,17,2,2,4,2,3,69,3,1998,3,7,1,2
2515,2021,21,2,1,1,3,7,14,1412,99,99,1,29,4,4,6,1,3,69,3,1998,3,7,2,1
2516,2021,21,23,4,3,3,7,20,2001,99,99,2,25,4,4,6,1,4,27,1,2018,5,6,2,1
2517,2021,22,14,3,2,3,1,1,102,99,99,1,999,16,12,18,9,4,2,5,2018,5,1,2,1
2518,2021,22,0,1,1,3,1,1,115,8,99,2,28,4,4,6,1,4,999,1,2013,5,1,2,1
2519,2021,22,15,3,2,3,1,1,116,99,99,1,40,7,7,9,1,4,27,2,2021,6,1,1,2
2520,2021,22,20,4,3,3,1,20,2001,99,99,1,30,5,5,7,1,4,5,1,9999,99,1,2,1
2521,2021,22,16,3,2,3,1,19,1904,99,99,1,24,3,3,5,1,4,999,99,9999,99,6,1,2
2522,2021,22,7,2,1,3,1,5,510,99,99,1,21,3,3,5,1,4,72,99,9999,99,1,2,1
2523,2021,22,17,3,2,3,1,5,510,99,99,2,25,4,4,6,1,4,999,99,9999,99,6,2,1
2524,2021,22,17,3,2,3,1,5,510,99,99,2,4,1,1,1,2,4,999,99,9999,99,6,2,1
2525,2021,22,15,3,2,3,1,6,602,99,99,1,37,6,6,8,1,4,3,3,2019,5,1,2,1
2526,2021,22,18,4,3,3,1,10,1001,99,99,2,31,5,5,7,1,12,30,7,9999,99,2,2,2
2527,2021,22,18,4,3,3,1,10,1001,99,99,2,27,4,4,6,1,12,30,7,9999,99,2,2,2
2528,2021,22,18,4,3,3,1,10,1001,99,99,1,75,14,11,16,1,12,30,7,9999,99,2,2,2
2529,2021,22,18,4,3,3,1,10,1001,99,99,2,39,6,6,8,1,12,30,7,9999,99,2,2,2
2530,2021,22,13,3,2,3,1,11,1103,99,99,1,999,16,12,18,9,4,54,5,2014,5,1,2,1
2531,2021,22,9,2,1,3,1,16,1613,99,99,1,22,3,3,5,1,4,27,1,9999,99,1,1,2
2532,2021,22,2,1,1,3,1,18,1804,99,99,1,40,7,7,9,1,6,999,99,9999,99,1,2,1
2533,2021,22,2,1,1,3,1,18,1804,99,99,9,999,16,12,18,9,1,999,99,9999,99,1,1,2
2534,2021,22,23,4,3,3,1,3,303,99,99,2,41,7,7,9,1,4,32,3,2017,5,1,2,1
2535,2021,23,13,3,2,3,2,1,101,17,17,2,23,3,3,5,1,4,3,1,9999,99,1,2,1
2536,2021,23,13,3,2,3,2,1,101,17,17,1,11,1,1,3,2,4,3,1,9999,99,1,2,1
2537,2021,23,20,4,3,3,2,1,101,18,18,1,18,2,2,4,1,4,6,5,9999,99,1,2,1
2538,2021,23,4,1,1,3,2,1,101,12,12,1,31,5,5,7,1,4,999,99,9999,99,1,2,1
2539,2021,23,19,4,3,3,2,1,101,12,12,2,27,4,4,6,1,4,190,5,2020,6,1,2,1
2540,2021,23,21,4,3,3,2,1,101,12,12,1,24,3,3,5,1,4,6,5,2021,6,1,2,1
2541,2021,23,15,3,2,3,2,22,2205,99,99,1,29,4,4,6,1,8,67,4,9999,99,1,2,2
2542,2021,23,15,3,2,3,2,22,2205,99,99,1,49,8,8,10,1,4,67,99,9999,99,1,2,1
2543,2021,23,18,4,3,3,2,18,1801,99,99,1,22,3,3,5,1,4,999,99,9999,99,1,1,2
2544,2021,23,18,4,3,3,2,18,1801,99,99,1,40,7,7,9,1,4,999,99,9999,99,1,1,2
2545,2021,23,6,2,1,3,2,3,314,99,99,1,999,16,12,18,9,1,52,5,9999,99,1,2,1
2546,2021,24,7,2,1,3,3,1,101,18,18,1,23,3,3,5,1,4,999,99,9999,99,1,2,1
2547,2021,24,15,3,2,3,3,1,101,12,12,1,999,16,12,18,9,4,67,5,9999,99,1,1,1
2548,2021,24,22,4,3,3,3,1,101,10,10,1,22,3,3,5,1,4,999,99,9999,99,1,2,1
2549,2021,24,17,3,2,3,3,1,102,99,99,1,23,3,3,5,1,4,2,1,2017,5,1,2,1
2550,2021,24,12,3,2,3,3,1,108,4,99,1,40,7,7,9,1,4,27,1,9999,99,6,2,1
2551,2021,24,7,2,1,3,3,6,602,99,99,1,36,6,6,8,1,4,64,1,2021,6,1,2,1
2552,2021,24,7,2,1,3,3,6,602,99,99,2,999,16,12,18,9,1,51,11,2010,5,1,2,1
2553,2021,24,16,3,2,3,3,10,1004,99,99,1,60,11,11,13,1,4,999,5,9999,99,1,2,1
2554,2021,24,19,4,3,3,3,17,1703,99,99,2,30,5,5,7,1,4,32,1,2020,6,1,2,1
2555,2021,25,19,4,3,3,4,1,101,1,1,1,32,5,5,7,1,4,6,1,2018,5,1,2,1
2556,2021,25,19,4,3,3,4,1,101,1,1,2,30,5,5,7,1,4,6,1,2018,5,1,2,1
2557,2021,25,14,3,2,3,4,1,101,18,18,1,34,5,5,7,1,4,27,5,2013,5,1,2,1
2558,2021,25,10,2,1,3,4,1,102,99,99,1,30,5,5,7,1,13,70,7,9999,99,1,2,1
2559,2021,25,16,3,2,3,4,1,101,7,7,1,30,5,5,7,1,4,999,99,9999,99,6,2,1
2560,2021,25,21,4,3,3,4,1,101,11,11,1,999,16,12,18,9,4,6,3,9999,99,1,2,1
2561,2021,25,23,4,3,3,4,1,108,8,99,1,29,4,4,6,1,4,999,99,9999,99,6,2,1
2562,2021,25,22,4,3,3,4,20,2009,99,99,1,18,2,2,4,1,4,5,99,2000,4,6,2,1
2563,2021,25,20,4,3,3,4,5,501,99,99,1,35,6,6,8,1,3,69,99,9999,99,1,1,2
2564,2021,25,17,3,2,3,4,6,611,99,99,1,30,5,5,7,1,4,67,1,2017,5,1,1,2
2565,2021,25,17,3,2,3,4,6,611,99,99,1,30,5,5,7,1,4,67,1,2017,5,1,1,2
2566,2021,25,2,1,1,3,4,9,914,99,99,1,999,16,12,18,9,6,999,99,9999,99,1,2,1
2567,2021,25,2,1,1,3,4,9,914,99,99,1,999,16,12,18,9,6,999,99,9999,99,1,1,2
2568,2021,25,13,3,2,3,4,9,901,2,99,1,19,2,2,4,1,4,6,3,9999,99,1,2,1
2569,2021,25,8,2,1,3,4,12,1216,99,99,1,45,8,8,10,1,4,18,99,9999,99,2,1,2
2570,2021,25,13,3,2,3,4,2,201,99,99,1,42,7,7,9,1,22,999,1,9999,99,1,1,2
2571,2021,25,15,3,2,3,4,2,207,99,99,1,999,16,12,18,9,5,26,2,2020,6,3,2,1
2572,2021,25,13,3,2,3,4,2,201,99,99,1,42,7,7,9,1,4,999,99,9999,99,2,1,2
2573,2021,25,15,3,2,3,4,17,1705,99,99,1,999,16,12,18,9,4,67,99,9999,99,1,2,1
2574,2021,25,15,3,2,3,4,17,1705,99,99,1,19,2,2,4,1,4,67,99,9999,99,1,2,1
2575,2021,25,20,4,3,3,4,3,309,99,99,1,36,6,6,8,1,4,6,99,9999,99,1,2,1
2576,2021,26,10,2,1,3,5,1,105,99,99,1,57,10,10,12,1,4,999,99,9999,99,1,2,1
2577,2021,26,9,2,1,3,5,1,108,4,99,1,27,4,4,6,1,4,27,4,2016,5,1,2,1
2578,2021,26,21,4,3,3,5,1,108,4,99,1,30,5,5,7,1,4,6,5,2016,5,2,2,1
2579,2021,26,1,1,1,3,5,9,901,99,99,1,24,3,3,5,1,4,32,5,9999,99,6,2,1
2580,2021,26,8,2,1,3,5,16,1603,99,99,1,22,3,3,5,1,3,69,4,9999,99,3,2,1
2581,2021,26,8,2,1,3,5,16,1603,99,99,2,18,2,2,4,1,3,69,4,9999,99,3,2,1
2582,2021,26,8,2,1,3,5,16,1603,99,99,2,40,7,7,9,1,3,69,4,9999,99,3,2,1
2583,2021,26,5,1,1,3,5,4,406,99,99,1,39,6,6,8,1,3,56,4,9999,99,2,1,2
2584,2021,26,5,1,1,3,5,4,406,99,99,1,34,5,5,7,1,3,56,4,9999,99,2,1,2
2585,2021,26,12,3,2,3,5,3,306,99,99,1,45,8,8,10,1,4,999,99,9999,99,1,2,1
2586,2021,26,9,2,1,3,5,3,308,99,99,1,999,16,12,18,9,4,67,5,9999,99,1,2,1
2587,2021,27,12,3,2,3,6,1,101,3,3,2,59,10,10,12,1,1,48,7,1996,3,1,2,1
2588,2021,27,12,3,2,3,6,1,101,3,3,2,21,3,3,5,1,1,48,7,1996,3,1,2,1
2589,2021,27,13,3,2,3,6,1,101,9,9,1,38,6,6,8,1,4,100,5,2018,5,1,2,1
2590,2021,27,11,2,1,3,6,1,101,18,18,1,13,1,1,3,2,4,32,5,2016,5,1,2,1
2591,2021,27,11,2,1,3,6,1,101,18,18,2,10,1,1,3,2,4,32,5,2016,5,1,2,1
2592,2021,27,21,4,3,3,6,1,101,18,18,2,25,4,4,6,1,4,32,4,9999,99,6,2,1
2593,2021,27,23,4,3,3,6,1,101,18,18,1,999,16,12,18,9,4,38,5,9999,99,6,1,2
2594,2021,27,16,3,2,3,6,1,101,6,6,1,45,8,8,10,1,4,999,99,9999,99,1,2,1
2595,2021,27,18,4,3,3,6,1,101,21,21,2,51,9,9,11,1,4,64,5,9999,99,1,2,1
2596,2021,27,18,4,3,3,6,1,101,21,21,2,1,1,1,1,2,4,64,5,9999,99,1,2,1
2597,2021,27,0,1,1,3,6,1,115,99,99,1,29,4,4,6,1,4,27,5,9999,99,1,1,2
2598,2021,27,19,4,3,3,6,22,2202,9,99,1,26,4,4,6,1,4,32,5,9999,99,1,2,1
2599,2021,27,18,4,3,3,6,22,2212,99,99,1,13,1,1,3,2,3,999,9,9999,99,1,2,1
2600,2021,27,18,4,3,3,6,22,2212,99,99,1,28,4,4,6,1,14,999,1,9999,99,1,2,1
2601,2021,27,23,4,3,3,6,6,601,99,99,1,29,4,4,6,1,5,999,99,9999,99,3,1,2
2602,2021,27,8,2,1,3,6,13,1319,99,99,2,48,8,8,10,1,3,69,3,9999,99,7,1,2
2603,2021,27,17,3,2,3,6,18,1801,99,99,2,18,2,2,4,1,4,100,5,9999,99,1,1,2
2604,2021,27,17,3,2,3,6,18,1801,99,99,1,20,3,3,5,1,4,100,5,9999,99,1,1,2
2605,2021,27,18,4,3,3,6,18,1801,99,99,1,22,3,3,5,1,4,100,5,9999,99,1,1,2
2606,2021,27,18,4,3,3,6,18,1801,99,99,2,18,2,2,4,1,4,100,5,9999,99,1,1,2
2607,2021,27,9,2,1,3,6,14,1406,99,99,2,16,2,2,4,2,1,69,4,9999,99,1,2,1
2608,2021,27,9,2,1,3,6,14,1406,99,99,2,6,1,1,2,2,1,69,4,9999,99,1,2,1
2609,2021,27,9,2,1,3,6,14,1406,99,99,2,15,2,2,4,2,1,69,4,9999,99,1,2,2
2610,2021,27,17,3,2,3,6,14,1401,99,99,1,25,4,4,6,1,4,76,99,9999,99,1,2,1
2611,2021,27,17,3,2,3,6,14,1401,99,99,2,22,3,3,5,1,4,76,99,9999,99,1,2,1
2612,2021,27,6,2,1,3,6,4,401,99,99,2,999,16,12,18,9,1,27,5,9999,99,1,2,1
2613,2021,28,19,4,3,3,7,1,101,3,3,1,39,6,6,8,1,4,67,5,2020,6,2,2,1
2614,2021,28,5,1,1,3,7,1,101,18,18,1,999,16,12,18,9,4,76,5,2019,5,6,1,2
2615,2021,28,13,3,2,3,7,1,105,99,99,1,18,2,2,4,1,4,67,9,2020,6,1,2,1
2616,2021,28,22,4,3,3,7,1,101,6,6,1,999,16,12,18,9,4,32,5,2018,5,1,2,1
2617,2021,28,19,4,3,3,7,1,114,99,99,1,47,8,8,10,1,4,6,5,9999,99,1,2,1
2618,2021,28,14,3,2,3,7,21,2101,1,99,1,27,4,4,6,1,4,999,99,9999,99,1,2,1
2619,2021,28,23,4,3,3,7,5,501,99,99,1,18,2,2,4,1,4,999,99,9999,99,6,1,2
2620,2021,28,20,4,3,3,7,5,501,99,99,1,22,3,3,5,1,4,32,1,9999,99,1,2,1
2621,2021,28,11,2,1,3,7,10,1014,99,99,1,34,5,5,7,1,4,27,1,9999,99,1,1,2
2622,2021,28,16,3,2,3,7,10,1001,2,99,1,28,4,4,6,1,4,67,5,9999,99,1,2,1
2623,2021,28,16,3,2,3,7,10,1001,2,99,1,40,7,7,9,1,4,18,4,9999,99,1,2,1
2624,2021,28,15,3,2,3,7,9,917,99,99,1,24,3,3,5,1,4,32,99,9999,99,1,2,2
2625,2021,28,15,3,2,3,7,13,1326,99,99,1,24,3,3,5,1,4,27,1,9999,99,1,1,2
2626,2021,28,18,4,3,3,7,16,1609,99,99,1,45,8,8,10,1,1,56,1,1988,2,2,2,1
2627,2021,28,1,1,1,3,7,14,1412,99,99,1,22,3,3,5,1,4,32,2,9999,99,2,1,2
2628,2021,28,23,4,3,3,7,4,401,99,99,1,33,5,5,7,1,4,76,3,2001,4,2,2,1
2629,2021,28,23,4,3,3,7,4,401,99,99,1,28,4,4,6,1,4,76,5,2016,5,2,2,1
2630,2021,29,17,3,2,3,1,1,101,3,3,2,40,7,7,9,1,4,32,5,9999,99,6,1,2
2631,2021,29,16,3,2,3,1,1,113,1,99,2,35,6,6,8,1,2,10,4,1999,3,2,2,1
2632,2021,29,6,2,1,3,1,1,101,10,10,1,999,16,12,18,9,9,69,3,2020,6,1,2,1
2633,2021,29,6,2,1,3,1,1,101,10,10,1,999,16,12,18,9,9,69,3,2020,6,1,2,1
2634,2021,29,6,2,1,3,1,1,101,10,10,2,999,16,12,18,9,9,69,3,2020,6,1,2,1
2635,2021,29,18,4,3,3,1,1,101,12,12,1,28,4,4,6,1,1,999,4,9999,99,1,1,2
2636,2021,29,13,3,2,3,1,1,115,4,99,2,22,3,3,5,1,4,999,5,9999,99,6,2,1
2637,2021,29,14,3,2,3,1,1,116,1,99,2,26,4,4,6,1,4,999,3,9999,99,1,2,1
2638,2021,29,8,2,1,3,1,1,110,99,99,1,25,4,4,6,1,4,2,1,2021,6,1,2,1
2639,2021,29,17,3,2,3,1,22,2201,99,99,1,999,16,12,18,9,4,999,99,9999,99,1,2,1
2640,2021,29,10,2,1,3,1,6,601,99,99,1,58,10,10,12,1,12,19,2,1995,3,6,2,2
2641,2021,29,10,2,1,3,1,6,601,99,99,2,26,4,4,6,1,12,19,2,1995,3,6,2,2
2642,2021,29,10,2,1,3,1,6,601,99,99,1,44,7,7,9,1,12,19,2,1995,3,6,2,2
2643,2021,29,10,2,1,3,1,6,601,99,99,1,52,9,9,11,1,12,19,2,1995,3,6,2,2
2644,2021,29,10,2,1,3,1,6,601,99,99,2,37,6,6,8,1,12,19,2,1995,3,6,2,2
2645,2021,29,10,2,1,3,1,6,601,99,99,1,29,4,4,6,1,12,19,2,1995,3,6,2,2
2646,2021,29,7,2,1,3,1,9,901,2,99,1,22,3,3,5,1,3,69,9,9999,99,1,2,1
2647,2021,29,7,2,1,3,1,9,901,2,99,1,29,4,4,6,1,3,31,2,9999,99,1,2,1
2648,2021,29,11,2,1,3,1,9,901,2,99,1,23,3,3,5,1,1,48,3,2000,4,1,2,1
2649,2021,29,11,2,1,3,1,9,901,2,99,1,70,13,11,15,1,1,69,6,9999,99,1,2,1
2650,2021,29,6,2,1,3,1,2,201,99,99,2,19,2,2,4,1,4,18,1,9999,99,1,2,1
2651,2021,29,17,3,2,3,1,18,1802,99,99,1,53,9,9,11,1,4,76,99,9999,99,1,1,2
2652,2021,29,17,3,2,3,1,18,1802,99,99,1,36,6,6,8,1,4,18,4,9999,99,1,1,2
2653,2021,29,9,2,1,3,1,14,1413,99,99,1,28,4,4,6,1,4,6,99,9999,99,1,2,1
2654,2021,30,23,4,3,3,2,1,101,2,2,1,25,4,4,6,1,4,6,3,9999,99,2,1,2
2655,2021,30,11,2,1,3,2,1,101,19,19,1,21,3,3,5,1,4,76,14,2007,4,1,2,1
2656,2021,30,1,1,1,3,2,5,511,99,99,2,43,7,7,9,1,12,999,2,9999,99,1,2,1
2657,2021,29,19,4,3,3,1,6,606,99,99,2,22,3,3,5,1,1,69,5,9999,99,1,2,1
2658,2021,30,23,4,3,3,2,10,1001,99,99,1,60,11,11,13,1,2,27,10,2015,5,1,2,1
2659,2021,30,1,1,1,3,2,17,1703,99,99,2,43,7,7,9,1,4,999,99,9999,99,1,2,1
2660,2021,31,14,3,2,3,3,1,101,18,18,2,999,16,12,18,9,14,6,2,2018,5,1,2,1
2661,2021,31,14,3,2,3,3,1,101,18,18,2,999,16,12,18,9,14,6,2,2018,5,1,2,1
2662,2021,31,23,4,3,3,3,1,101,5,5,1,19,2,2,4,1,4,999,99,9999,99,8,2,1
2663,2021,31,19,4,3,3,3,1,101,7,7,1,21,3,3,5,1,4,38,1,9999,99,2,1,2
2664,2021,31,20,4,3,3,3,1,114,99,99,1,23,3,3,5,1,4,67,5,9999,99,1,2,1
2665,2021,31,22,4,3,3,3,1,114,99,99,1,32,5,5,7,1,4,100,5,9999,99,1,2,2
2666,2021,31,22,4,3,3,3,1,112,99,99,2,3,1,1,1,2,14,6,1,9999,99,1,2,2
2667,2021,31,13,3,2,3,3,22,2201,99,99,1,28,4,4,6,1,2,999,6,2010,5,1,2,1
2668,2021,31,13,3,2,3,3,22,2201,99,99,2,54,9,9,11,1,2,999,6,2010,5,1,2,1
2669,2021,31,13,3,2,3,3,22,2201,99,99,2,20,3,3,5,1,2,999,6,2010,5,1,2,1
2670,2021,31,13,3,2,3,3,22,2201,99,99,1,11,1,1,3,2,2,999,6,2010,5,1,2,1
2671,2021,31,13,3,2,3,3,22,2201,99,99,2,40,7,7,9,1,2,999,6,2010,5,1,2,1
2672,2021,31,17,3,2,3,3,5,509,99,99,1,29,4,4,6,1,4,6,5,9999,99,6,2,1
2673,2021,31,17,3,2,3,3,5,509,99,99,1,25,4,4,6,1,4,6,5,9999,99,6,2,1
2674,2021,31,22,4,3,3,3,11,1101,2,99,2,25,4,4,6,1,4,43,9,9999,99,1,2,1
2675,2021,31,1,1,1,3,3,9,920,99,99,1,36,6,6,8,1,4,67,5,2015,5,1,2,1
2676,2021,31,1,1,1,3,3,9,920,99,99,2,999,16,12,18,9,4,67,5,2015,5,1,2,1
2677,2021,31,1,1,1,3,3,9,920,99,99,1,5,1,1,2,2,4,67,5,2015,5,1,2,1
2678,2021,31,7,2,1,3,3,16,1610,99,99,2,36,6,6,8,1,12,28,11,2003,4,3,2,1
2679,2021,31,7,2,1,3,3,16,1610,99,99,2,25,4,4,6,1,12,28,11,2003,4,3,2,1
2680,2021,31,7,2,1,3,3,16,1610,99,99,2,31,5,5,7,1,12,28,11,2003,4,3,2,1
2681,2021,31,7,2,1,3,3,16,1610,99,99,1,23,3,3,5,1,12,28,11,2003,4,3,2,1
2682,2021,31,7,2,1,3,3,16,1610,99,99,2,49,8,8,10,1,12,28,11,2003,4,3,2,1
2683,2021,31,7,2,1,3,3,16,1610,99,99,2,25,4,4,6,1,12,28,11,2003,4,3,2,1
2684,2021,31,7,2,1,3,3,16,1610,99,99,2,67,12,11,14,1,12,28,11,2003,4,3,2,1
2685,2021,31,7,2,1,3,3,16,1610,99,99,2,51,9,9,11,1,12,28,11,2003,4,3,2,1
2686,2021,31,7,2,1,3,3,16,1610,99,99,2,66,12,11,14,1,12,28,11,2003,4,3,2,1
2687,2021,31,7,2,1,3,3,16,1610,99,99,2,51,9,9,11,1,12,28,11,2003,4,3,2,1
2688,2021,31,7,2,1,3,3,16,1610,99,99,1,11,1,1,3,2,12,28,11,2003,4,3,2,1
2689,2021,31,23,4,3,3,3,2,207,99,99,1,28,4,4,6,1,4,39,5,9999,99,6,1,2
2690,2021,31,23,4,3,3,3,18,1801,99,99,1,18,2,2,4,1,4,999,99,9999,99,6,1,2
2691,2021,31,8,2,1,3,3,14,1401,99,99,1,24,3,3,5,1,4,999,99,9999,99,1,1,2
2692,2021,31,18,4,3,3,3,3,301,99,99,2,33,5,5,7,1,1,15,1,9999,99,1,2,1
2693,2021,31,18,4,3,3,3,3,301,99,99,2,5,1,1,2,2,1,15,1,9999,99,1,2,1
2694,2021,1,18,4,3,4,4,1,101,25,25,1,25,4,4,6,1,4,999,99,9999,99,6,2,1
2695,2021,1,18,4,3,4,4,1,101,25,25,1,28,4,4,6,1,4,999,99,9999,99,6,2,1
2696,2021,1,2,1,1,4,4,1,103,99,99,1,25,4,4,6,1,4,67,5,2018,5,6,2,1
2697,2021,1,14,3,2,4,4,1,102,99,99,2,28,4,4,6,1,4,6,5,2017,5,6,2,1
2698,2021,1,17,3,2,4,4,1,101,12,12,1,29,4,4,6,1,4,18,5,9999,99,1,2,1
2699,2021,1,17,3,2,4,4,1,101,12,12,2,999,16,12,18,9,4,67,5,9999,99,1,2,1
2700,2021,1,16,3,2,4,4,1,101,7,7,1,40,7,7,9,1,4,27,5,2004,4,6,2,1
2701,2021,1,22,4,3,4,4,22,2214,99,99,1,70,13,11,15,1,4,6,5,9999,99,1,2,1
2702,2021,1,12,3,2,4,4,5,513,99,99,1,31,5,5,7,1,4,6,1,9999,99,1,2,2
2703,2021,1,21,4,3,4,4,5,501,99,99,1,22,3,3,5,1,4,999,3,9999,99,1,1,2
2704,2021,1,20,4,3,4,4,10,1021,99,99,1,23,3,3,5,1,3,69,10,9999,99,1,2,1
2705,2021,1,20,4,3,4,4,10,1021,99,99,1,999,16,12,18,9,3,52,4,9999,99,1,2,1
2706,2021,1,6,2,1,4,4,2,207,99,99,1,999,16,12,18,9,4,6,1,9999,99,2,1,2
2707,2021,1,6,2,1,4,4,18,1804,99,99,1,999,16,12,18,9,3,999,2,9999,99,2,1,2
2708,2021,1,6,2,1,4,4,18,1804,99,99,1,40,7,7,9,1,3,999,2,9999,99,2,2,2
2709,2021,1,6,2,1,4,4,18,1804,99,99,2,33,5,5,7,1,3,999,2,9999,99,2,2,2
2710,2021,1,6,2,1,4,4,18,1804,99,99,2,11,1,1,3,2,3,999,2,9999,99,2,2,2
2711,2021,1,6,2,1,4,4,18,1804,99,99,1,5,1,1,2,2,3,999,2,9999,99,2,2,2
2712,2021,1,22,4,3,4,4,18,1803,99,99,2,17,2,2,4,2,4,999,5,9999,99,1,2,1
2713,2021,1,6,2,1,4,4,18,1804,99,99,1,20,3,3,5,1,3,999,2,9999,99,2,2,2
2714,2021,1,6,2,1,4,4,18,1804,99,99,1,32,5,5,7,1,3,999,2,9999,99,2,2,2
2715,2021,1,21,4,3,4,4,17,1702,99,99,1,19,2,2,4,1,4,27,1,9999,99,1,1,2
