num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
4444,2021,1,17,3,2,6,2,20,2001,99,99,1,32,5,5,7,1,4,32,1,2020,6,1,2,1
4445,2021,1,17,3,2,6,2,20,2001,99,99,1,30,5,5,7,1,4,6,7,9999,99,1,1,2
4446,2021,1,17,3,2,6,2,20,2001,99,99,1,20,3,3,5,1,4,6,7,9999,99,1,2,1
4447,2021,1,14,3,2,6,2,19,1904,99,99,1,999,16,12,18,9,1,28,4,9999,99,1,1,2
4448,2021,1,14,3,2,6,2,19,1904,99,99,1,45,8,8,10,1,1,28,4,9999,99,1,2,1
4449,2021,1,14,3,2,6,2,19,1904,99,99,1,999,16,12,18,9,5,30,2,1995,3,1,2,1
4450,2021,1,16,3,2,6,2,11,1101,99,99,1,30,5,5,7,1,4,67,4,9999,99,1,2,1
4451,2021,1,16,3,2,6,2,2,201,99,99,1,53,9,9,11,1,3,69,2,2018,5,1,2,1
4452,2021,1,16,3,2,6,2,2,201,99,99,1,999,16,12,18,9,3,69,2,2018,5,1,2,1
4453,2021,1,16,3,2,6,2,2,201,99,99,1,999,16,12,18,9,3,69,2,2018,5,1,2,1
4454,2021,1,23,4,3,6,2,4,416,99,99,1,27,4,4,6,1,3,69,11,1984,2,1,2,1
4455,2021,1,13,3,2,6,2,3,304,99,99,1,19,2,2,4,1,4,2,99,9999,99,6,2,1
4456,2021,1,13,3,2,6,2,3,304,99,99,1,21,3,3,5,1,4,2,99,9999,99,6,2,1
4457,2021,2,19,4,3,6,3,1,101,1,1,1,30,5,5,7,1,4,6,2,2014,5,1,2,1
4458,2021,2,19,4,3,6,3,1,101,1,1,1,34,5,5,7,1,4,999,99,9999,99,1,1,2
4459,2021,2,11,2,1,6,3,1,101,11,11,2,27,4,4,6,1,4,20,1,2011,5,1,2,1
4460,2021,2,11,2,1,6,3,1,114,99,99,1,24,3,3,5,1,4,190,1,9999,99,6,2,1
4461,2021,2,11,2,1,6,3,1,114,99,99,1,74,13,11,15,1,4,190,1,9999,99,6,2,1
4462,2021,2,7,2,1,6,3,1,108,4,99,1,27,4,4,6,1,1,999,1,2016,5,1,2,1
4463,2021,2,7,2,1,6,3,1,108,4,99,2,29,4,4,6,1,1,999,1,2016,5,1,2,1
4464,2021,2,1,1,1,6,3,5,509,99,99,1,60,11,11,13,1,4,999,1,9999,99,2,1,2
4465,2021,2,17,3,2,6,3,12,1222,99,99,1,999,16,12,18,9,5,999,1,9999,99,3,2,1
4466,2021,2,17,3,2,6,3,12,1222,99,99,1,999,16,12,18,9,5,999,1,9999,99,3,2,1
4467,2021,2,10,2,1,6,3,13,1302,3,99,1,22,3,3,5,1,4,27,1,9999,99,1,2,1
4468,2021,2,10,2,1,6,3,13,1302,3,99,1,18,2,2,4,1,4,27,1,9999,99,1,2,1
4469,2021,2,17,3,2,6,3,13,1303,99,99,1,35,6,6,8,1,4,6,1,9999,99,1,1,2
4470,2021,2,9,2,1,6,3,16,1613,99,99,1,23,3,3,5,1,4,100,5,9999,99,6,1,2
4471,2021,2,21,4,3,6,3,4,401,99,99,1,15,2,2,4,2,4,27,99,2019,5,1,2,1
4472,2021,2,21,4,3,6,3,4,401,99,99,1,999,16,12,18,9,4,27,99,2019,5,1,2,1
4473,2021,3,19,4,3,6,4,1,101,8,8,1,25,4,4,6,1,99,2,5,2018,5,1,1,2
4474,2021,3,11,2,1,6,4,1,101,3,3,1,37,6,6,8,1,4,999,5,2018,5,1,2,1
4475,2021,3,9,2,1,6,4,1,101,1,1,1,34,5,5,7,1,4,999,99,9999,99,1,2,1
4476,2021,3,9,2,1,6,4,1,101,18,18,1,26,4,4,6,1,4,27,2,9999,99,1,2,1
4477,2021,3,9,2,1,6,4,1,101,18,18,2,21,3,3,5,1,4,27,2,9999,99,1,2,1
4478,2021,3,0,1,1,6,4,1,115,12,99,1,36,6,6,8,1,4,6,5,9999,99,1,2,1
4479,2021,3,23,4,3,6,4,1,101,12,12,2,22,3,3,5,1,1,56,4,2015,5,2,2,1
4480,2021,3,6,2,1,6,4,1,101,12,12,1,999,16,12,18,9,4,6,99,9999,99,1,1,2
4481,2021,3,12,3,2,6,4,1,101,7,7,2,40,7,7,9,1,4,27,1,2017,5,1,2,1
4482,2021,3,10,2,1,6,4,1,101,7,7,1,24,3,3,5,1,4,20,3,2011,5,1,2,1
4483,2021,3,20,4,3,6,4,1,108,3,99,1,34,5,5,7,1,4,140,2,2013,5,1,2,1
4484,2021,3,17,3,2,6,4,11,1105,99,99,1,25,4,4,6,1,4,27,1,9999,99,1,2,1
4485,2021,3,17,3,2,6,4,11,1105,99,99,1,999,16,12,18,9,1,48,3,9999,99,1,2,2
4486,2021,3,17,3,2,6,4,11,1105,99,99,1,25,4,4,6,1,4,27,1,9999,99,1,2,1
4487,2021,3,20,4,3,6,4,13,1331,99,99,1,34,5,5,7,1,14,6,99,2008,4,1,2,1
4488,2021,3,17,3,2,6,4,8,802,99,99,1,75,14,11,16,1,4,3,1,9999,99,1,1,2
4489,2021,3,20,4,3,6,4,2,207,99,99,1,57,10,10,12,1,2,27,7,9999,99,1,2,1
4490,2021,3,20,4,3,6,4,2,207,99,99,1,40,7,7,9,1,2,27,7,9999,99,1,2,1
4491,2021,3,21,4,3,6,4,14,1401,99,99,1,999,16,12,18,9,99,999,99,9999,99,1,2,1
4492,2021,4,21,4,3,6,5,1,101,18,18,1,21,3,3,5,1,4,999,99,9999,99,1,2,1
4493,2021,4,13,3,2,6,5,1,114,99,99,1,22,3,3,5,1,4,32,1,9999,99,1,2,1
4494,2021,4,14,3,2,6,5,1,116,99,99,1,999,16,12,18,9,4,25,1,9999,99,1,2,1
4495,2021,4,22,4,3,6,5,1,115,99,99,1,22,3,3,5,1,4,67,5,9999,99,1,2,1
4496,2021,4,15,3,2,6,5,6,610,99,99,1,56,10,10,12,1,3,69,6,9999,99,2,1,2
4497,2021,4,15,3,2,6,5,6,610,99,99,1,47,8,8,10,1,3,69,6,9999,99,2,2,1
4498,2021,4,14,3,2,6,5,17,1708,99,99,1,24,3,3,5,1,3,999,99,9999,99,7,2,1
4499,2021,4,14,3,2,6,5,17,1708,99,99,1,22,3,3,5,1,3,999,99,9999,99,7,2,1
4500,2021,4,20,4,3,6,5,17,1714,99,99,1,28,4,4,6,1,4,67,99,9999,99,1,1,2
4501,2021,4,20,4,3,6,5,17,1714,99,99,1,30,5,5,7,1,4,27,9,9999,99,1,1,2
4502,2021,4,12,3,2,6,5,14,1419,99,99,2,52,9,9,11,1,22,6,1,2020,6,1,2,1
4503,2021,4,12,3,2,6,5,14,1419,99,99,2,28,4,4,6,1,22,6,1,2020,6,1,2,1
4504,2021,4,12,3,2,6,5,14,1419,99,99,2,22,3,3,5,1,22,6,1,2020,6,1,2,1
4505,2021,4,12,3,2,6,5,14,1419,99,99,1,12,1,1,3,2,22,6,1,2020,6,1,2,1
4506,2021,4,23,4,3,6,5,4,409,99,99,1,21,3,3,5,1,4,6,99,2018,5,1,2,1
4507,2021,4,3,1,1,6,5,4,409,99,99,1,999,16,12,18,9,4,27,3,9999,99,1,2,1
4508,2021,4,21,4,3,6,5,3,301,99,99,1,28,4,4,6,1,4,2,4,9999,99,1,2,1
4509,2021,5,10,2,1,6,6,1,101,8,8,2,24,3,3,5,1,99,999,99,9999,99,1,2,1
4510,2021,5,11,2,1,6,6,1,101,3,3,1,64,11,11,13,1,99,999,99,9999,99,1,2,1
4511,2021,5,19,4,3,6,6,1,101,1,1,1,22,3,3,5,1,4,32,2,9999,99,1,2,1
4512,2021,5,15,3,2,6,6,1,101,6,6,1,21,3,3,5,1,4,32,1,2018,5,1,2,1
4513,2021,5,16,3,2,6,6,1,101,18,18,1,23,3,3,5,1,4,25,1,9999,99,1,2,1
4514,2021,5,16,3,2,6,6,1,101,18,18,2,18,2,2,4,1,4,25,1,9999,99,1,2,1
4515,2021,5,21,4,3,6,6,1,101,17,17,1,32,5,5,7,1,4,999,5,2021,6,1,2,1
4516,2021,5,14,3,2,6,6,1,101,18,18,1,25,4,4,6,1,4,25,1,2019,5,6,2,1
4517,2021,5,11,2,1,6,6,1,117,7,99,1,999,16,12,18,9,4,3,3,9999,99,1,2,1
4518,2021,5,20,4,3,6,6,1,115,99,99,2,999,16,12,18,9,4,32,1,9999,99,1,2,1
4519,2021,5,0,1,1,6,6,1,108,8,99,1,30,5,5,7,1,1,8,2,2006,4,2,1,2
4520,2021,5,16,3,2,6,6,1,108,2,99,1,27,4,4,6,1,4,6,5,9999,99,1,2,1
4521,2021,5,18,4,3,6,6,1,108,2,99,1,31,5,5,7,1,4,18,1,9999,99,1,2,1
4522,2021,5,19,4,3,6,6,15,1502,99,99,2,45,8,8,10,1,22,6,1,2019,5,2,2,1
4523,2021,5,19,4,3,6,6,15,1502,99,99,1,8,1,1,2,2,22,6,1,2019,5,2,2,2
4524,2021,5,19,4,3,6,6,15,1502,99,99,2,12,1,1,3,2,22,6,1,2019,5,2,2,2
4525,2021,5,20,4,3,6,6,15,1503,99,99,1,21,3,3,5,1,22,59,1,9999,99,1,2,1
4526,2021,5,13,3,2,6,6,7,715,99,99,2,37,6,6,8,1,1,999,99,9999,99,6,2,1
4527,2021,5,13,3,2,6,6,7,715,99,99,1,24,3,3,5,1,1,999,99,9999,99,6,2,1
4528,2021,5,13,3,2,6,6,7,715,99,99,2,41,7,7,9,1,1,999,99,9999,99,6,2,1
4529,2021,6,13,3,2,6,7,1,107,99,99,1,13,1,1,3,2,4,27,5,2007,4,2,1,2
4530,2021,6,2,1,1,6,7,1,101,25,25,1,20,3,3,5,1,4,999,99,9999,99,6,2,1
4531,2021,6,2,1,1,6,7,1,101,5,5,2,999,16,12,18,9,4,76,14,2018,5,6,2,1
4532,2021,6,13,3,2,6,7,1,116,99,99,2,999,16,12,18,9,4,76,1,2020,6,1,2,1
4533,2021,6,3,1,1,6,7,1,110,99,99,1,20,3,3,5,1,4,999,99,9999,99,6,2,1
4534,2021,6,3,1,1,6,7,1,110,99,99,2,22,3,3,5,1,4,999,99,9999,99,6,2,1
4535,2021,6,11,2,1,6,7,1,116,99,99,1,999,16,12,18,9,4,6,3,9999,99,1,2,1
4536,2021,6,23,4,3,6,7,1,108,11,99,1,27,4,4,6,1,4,999,99,9999,99,6,2,1
4537,2021,6,22,4,3,6,7,1,108,11,99,1,30,5,5,7,1,4,999,99,9999,99,6,2,1
4538,2021,6,18,4,3,6,7,22,2214,99,99,1,23,3,3,5,1,4,999,99,9999,99,1,1,2
4539,2021,6,18,4,3,6,7,22,2214,99,99,2,999,16,12,18,9,4,999,99,9999,99,1,2,1
4540,2021,6,17,3,2,6,7,21,2101,99,99,1,35,6,6,8,1,4,6,1,9999,99,1,1,2
4541,2021,6,1,1,1,6,7,20,2008,99,99,1,22,3,3,5,1,4,67,4,9999,99,1,2,1
4542,2021,6,1,1,1,6,7,20,2008,99,99,1,28,4,4,6,1,4,67,4,9999,99,1,1,2
4543,2021,6,12,3,2,6,7,5,501,99,99,1,80,15,11,17,1,2,27,4,9999,99,2,1,2
4544,2021,6,18,4,3,6,7,13,1311,99,99,1,18,2,2,4,1,4,64,1,9999,99,1,2,1
4545,2021,6,16,3,2,6,7,16,1617,99,99,1,28,4,4,6,1,4,67,1,9999,99,2,1,2
4546,2021,6,16,3,2,6,7,16,1617,99,99,1,27,4,4,6,1,4,67,1,9999,99,2,1,2
4547,2021,6,15,3,2,6,7,17,1709,99,99,1,30,5,5,7,1,4,999,4,9999,99,1,2,2
4548,2021,6,15,3,2,6,7,17,1709,99,99,1,27,4,4,6,1,4,67,3,9999,99,1,2,2
4549,2021,6,15,3,2,6,7,17,1709,99,99,2,36,6,6,8,1,4,67,3,9999,99,1,2,1
4550,2021,6,15,3,2,6,7,17,1709,99,99,1,6,1,1,2,2,4,67,3,9999,99,1,2,1
4551,2021,6,17,3,2,6,7,4,416,99,99,1,32,5,5,7,1,4,6,3,2014,5,6,2,2
4552,2021,6,22,4,3,6,7,17,1701,99,99,1,36,6,6,8,1,4,6,1,2008,4,1,2,1
4553,2021,7,8,2,1,6,1,1,101,6,6,1,21,3,3,5,1,4,2,3,2020,6,1,2,1
4554,2021,7,8,2,1,6,1,1,101,6,6,1,53,9,9,11,1,4,2,3,2020,6,1,2,1
4555,2021,7,9,2,1,6,1,1,101,18,18,2,40,7,7,9,1,4,27,5,9999,99,1,2,1
4556,2021,7,11,2,1,6,1,1,101,6,6,1,23,3,3,5,1,99,999,99,9999,99,1,2,1
4557,2021,7,7,2,1,6,1,1,101,6,6,1,53,9,9,11,1,99,999,99,9999,99,6,2,1
4558,2021,7,17,3,2,6,1,1,101,5,5,2,34,5,5,7,1,4,67,3,2020,6,1,2,1
4559,2021,7,2,1,1,6,1,1,116,99,99,1,27,4,4,6,1,1,27,4,9999,99,6,2,1
4560,2021,7,16,3,2,6,1,22,2204,99,99,1,48,8,8,10,1,3,48,4,2008,4,1,2,1
4561,2021,7,16,3,2,6,1,22,2204,99,99,1,30,5,5,7,1,3,48,4,2008,4,1,2,1
4562,2021,7,0,1,1,6,1,20,2002,99,99,1,49,8,8,10,1,1,27,6,9999,99,1,2,1
4563,2021,7,0,1,1,6,1,20,2002,99,99,2,25,4,4,6,1,1,27,6,9999,99,1,2,1
4564,2021,7,0,1,1,6,1,20,2002,99,99,1,0,1,1,1,2,1,27,6,9999,99,1,1,2
4565,2021,7,21,4,3,6,1,10,1021,99,99,1,29,4,4,6,1,5,31,2,2021,6,1,2,1
4566,2021,7,13,3,2,6,1,12,1215,99,99,1,30,5,5,7,1,4,27,5,9999,99,1,2,1
4567,2021,7,13,3,2,6,1,12,1215,99,99,1,3,1,1,1,2,4,27,5,9999,99,1,2,1
4568,2021,7,6,2,1,6,1,13,1301,99,99,1,40,7,7,9,1,4,32,5,2011,5,1,2,1
4569,2021,7,6,2,1,6,1,13,1301,99,99,1,20,3,3,5,1,4,3,1,2019,5,1,2,1
4570,2021,7,11,2,1,6,1,2,208,99,99,2,26,4,4,6,1,99,999,99,9999,99,2,2,1
4571,2021,7,11,2,1,6,1,2,208,99,99,1,33,5,5,7,1,99,999,99,9999,99,2,2,1
4572,2021,8,15,3,2,6,2,1,101,18,18,1,999,16,12,18,9,4,6,1,2016,5,1,2,1
4573,2021,8,9,2,1,6,2,1,101,16,16,2,30,5,5,7,1,4,27,5,9999,99,1,2,1
4574,2021,8,19,4,3,6,2,1,101,13,13,2,25,4,4,6,1,4,3,3,2019,5,1,2,1
4575,2021,8,6,2,1,6,2,1,117,10,99,1,25,4,4,6,1,4,6,3,9999,99,1,2,1
4576,2021,8,4,1,1,6,2,1,108,3,99,1,33,5,5,7,1,4,6,5,2018,5,6,2,1
4577,2021,8,17,3,2,6,2,21,2104,99,99,2,30,5,5,7,1,4,32,5,2013,5,1,2,1
4578,2021,8,17,3,2,6,2,21,2104,99,99,1,21,3,3,5,1,4,32,5,2013,5,1,2,1
4579,2021,8,23,4,3,6,2,11,1101,99,99,1,42,7,7,9,1,4,18,3,9999,99,1,2,1
4580,2021,8,22,4,3,6,2,16,1616,99,99,1,29,4,4,6,1,4,76,5,9999,99,2,2,1
4581,2021,8,18,4,3,6,2,16,1613,99,99,1,30,5,5,7,1,4,27,5,9999,99,6,1,2
4582,2021,8,13,3,2,6,2,14,1401,4,99,1,18,2,2,4,1,4,54,5,9999,99,1,2,2
4583,2021,8,18,4,3,6,2,7,713,99,99,1,40,7,7,9,1,7,7,1,1991,3,6,2,1
4584,2021,8,18,4,3,6,2,7,713,99,99,2,72,13,11,15,1,7,7,1,1991,3,6,2,1
4585,2021,8,18,4,3,6,2,7,713,99,99,2,22,3,3,5,1,7,7,1,1991,3,6,2,1
4586,2021,8,18,4,3,6,2,7,713,99,99,2,73,13,11,15,1,7,7,1,1991,3,6,2,1
4587,2021,8,18,4,3,6,2,7,713,99,99,1,21,3,3,5,1,7,7,1,1991,3,6,2,1
4588,2021,8,18,4,3,6,2,7,713,99,99,1,25,4,4,6,1,7,7,1,1991,3,6,2,1
4589,2021,8,18,4,3,6,2,7,713,99,99,1,23,3,3,5,1,7,7,1,1991,3,6,2,1
4590,2021,8,18,4,3,6,2,7,713,99,99,2,54,9,9,11,1,7,7,1,1991,3,6,2,1
4591,2021,8,18,4,3,6,2,7,713,99,99,2,51,9,9,11,1,7,7,1,1991,3,6,2,1
4592,2021,9,5,1,1,6,3,1,115,3,99,9,999,16,12,18,9,4,999,99,9999,99,1,2,1
4593,2021,9,7,2,1,6,3,1,116,99,99,1,40,7,7,9,1,4,32,5,9999,99,1,2,1
4594,2021,9,7,2,1,6,3,1,116,99,99,1,44,7,7,9,1,4,32,5,9999,99,1,2,1
4595,2021,9,8,2,1,6,3,19,1901,99,99,1,27,4,4,6,1,4,67,1,9999,99,6,2,1
4596,2021,9,14,3,2,6,3,5,501,99,99,1,32,5,5,7,1,1,73,4,9999,99,1,1,2
4597,2021,9,17,3,2,6,3,10,1020,99,99,1,21,3,3,5,1,3,69,11,9999,99,1,1,2
4598,2021,9,17,3,2,6,3,10,1020,99,99,1,45,8,8,10,1,3,69,11,9999,99,1,1,2
4599,2021,9,17,3,2,6,3,10,1020,99,99,1,26,4,4,6,1,3,69,11,9999,99,1,2,1
4600,2021,9,11,2,1,6,3,16,1606,99,99,2,6,1,1,2,2,3,999,1,9999,99,2,2,1
4601,2021,9,11,2,1,6,3,16,1606,99,99,2,46,8,8,10,1,3,999,1,9999,99,2,1,2
4602,2021,9,11,2,1,6,3,16,1606,99,99,2,42,7,7,9,1,3,999,1,9999,99,2,2,1
4603,2021,9,11,2,1,6,3,16,1606,99,99,2,43,7,7,9,1,3,999,1,9999,99,2,2,1
4604,2021,9,11,2,1,6,3,16,1606,99,99,1,21,3,3,5,1,3,999,1,9999,99,2,2,1
4605,2021,9,11,2,1,6,3,16,1606,99,99,2,27,4,4,6,1,3,999,1,9999,99,2,2,1
4606,2021,9,11,2,1,6,3,16,1606,99,99,2,46,8,8,10,1,3,999,1,9999,99,2,2,1
4607,2021,9,11,2,1,6,3,16,1606,99,99,1,37,6,6,8,1,3,999,1,9999,99,2,2,1
4608,2021,9,11,2,1,6,3,16,1606,99,99,1,73,13,11,15,1,3,999,1,9999,99,2,2,1
4609,2021,9,11,2,1,6,3,16,1606,99,99,2,11,1,1,3,2,3,999,1,9999,99,2,2,1
4610,2021,9,11,2,1,6,3,16,1606,99,99,2,32,5,5,7,1,3,999,1,9999,99,2,2,1
4611,2021,9,11,2,1,6,3,16,1606,99,99,1,29,4,4,6,1,3,999,1,9999,99,2,2,2
4612,2021,9,11,2,1,6,3,16,1606,99,99,2,70,13,11,15,1,3,999,1,9999,99,2,1,2
4613,2021,9,11,2,1,6,3,16,1606,99,99,1,72,13,11,15,1,3,999,1,9999,99,2,1,2
4614,2021,9,11,2,1,6,3,16,1606,99,99,1,73,13,11,15,1,3,999,1,9999,99,2,1,2
4615,2021,9,11,2,1,6,3,16,1606,99,99,1,70,13,11,15,1,3,999,1,9999,99,2,1,2
4616,2021,9,20,4,3,6,3,16,1601,99,99,2,28,4,4,6,1,5,26,2,2008,4,8,2,1
4617,2021,9,20,4,3,6,3,16,1601,99,99,1,47,8,8,10,1,5,26,2,2008,4,8,2,1
4618,2021,9,20,4,3,6,3,16,1604,99,99,1,42,7,7,9,1,3,69,2,9999,99,1,2,1
4619,2021,9,20,4,3,6,3,16,1604,99,99,1,36,6,6,8,1,3,69,2,9999,99,1,2,1
4620,2021,9,20,4,3,6,3,16,1604,99,99,2,3,1,1,1,2,3,69,2,9999,99,1,2,1
4621,2021,9,20,4,3,6,3,16,1604,99,99,1,11,1,1,3,2,3,69,2,9999,99,1,2,1
4622,2021,9,20,4,3,6,3,16,1604,99,99,1,12,1,1,3,2,3,69,2,9999,99,1,2,1
4623,2021,9,20,4,3,6,3,16,1604,99,99,2,16,2,2,4,2,3,69,2,9999,99,1,2,1
4624,2021,9,9,2,1,6,3,15,1501,99,99,1,37,6,6,8,1,4,64,5,2021,6,1,1,2
4625,2021,9,17,3,2,6,3,2,203,99,99,1,68,12,11,14,1,5,41,2,2022,6,2,1,2
4626,2021,9,3,1,1,6,3,2,207,99,99,1,30,5,5,7,1,1,28,3,9999,99,1,2,1
4627,2021,9,20,4,3,6,3,18,1804,99,99,2,25,4,4,6,1,1,48,2,9999,99,1,2,1
4628,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4629,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4630,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4631,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4632,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4633,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4634,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4635,2021,9,4,1,1,6,3,4,401,99,99,1,999,16,12,18,9,7,999,99,9999,99,3,2,1
4636,2021,9,0,1,1,6,3,3,308,99,99,1,999,16,12,18,9,4,999,99,9999,99,6,1,2
4637,2021,10,1,1,1,6,4,1,101,25,25,1,20,3,3,5,1,4,27,5,2010,5,6,2,1
4638,2021,10,3,1,1,6,4,1,101,6,6,1,27,4,4,6,1,1,999,99,9999,99,1,2,2
4639,2021,10,20,4,3,6,4,1,101,18,18,1,23,3,3,5,1,1,52,6,1993,3,1,2,1
4640,2021,10,6,2,1,6,4,1,101,7,7,1,23,3,3,5,1,1,999,99,9999,99,1,2,1
4641,2021,10,16,3,2,6,4,1,115,5,99,2,33,5,5,7,1,4,32,5,2018,5,1,2,1
4642,2021,10,20,4,3,6,4,22,2201,99,99,1,21,3,3,5,1,4,6,1,9999,99,1,2,2
4643,2021,10,20,4,3,6,4,22,2201,99,99,2,18,2,2,4,1,4,6,1,9999,99,1,2,1
4644,2021,10,20,4,3,6,4,22,2201,99,99,1,19,2,2,4,1,4,6,5,9999,99,1,2,1
4645,2021,10,19,4,3,6,4,5,506,99,99,1,28,4,4,6,1,1,27,4,2008,4,7,2,1
4646,2021,10,19,4,3,6,4,5,506,99,99,1,26,4,4,6,1,1,27,4,2008,4,7,2,1
4647,2021,10,19,4,3,6,4,5,506,99,99,1,29,4,4,6,1,1,27,4,2008,4,7,2,1
4648,2021,10,19,4,3,6,4,6,608,99,99,1,44,7,7,9,1,4,190,5,9999,99,1,2,1
4649,2021,10,19,4,3,6,4,6,608,99,99,1,35,6,6,8,1,4,32,1,9999,99,1,2,2
4650,2021,10,12,3,2,6,4,12,1202,99,99,1,15,2,2,4,2,4,999,1,9999,99,1,1,2
4651,2021,10,22,4,3,6,4,13,1301,11,99,2,45,8,8,10,1,4,6,99,9999,99,1,1,2
4652,2021,10,9,2,1,6,4,16,1601,99,99,1,29,4,4,6,1,4,18,2,2018,5,6,1,2
4653,2021,10,8,2,1,6,4,2,201,99,99,1,30,5,5,7,1,4,5,5,9999,99,1,2,1
4654,2021,10,12,3,2,6,4,17,1710,99,99,1,17,2,2,4,2,4,27,9,9999,99,1,1,2
4655,2021,10,5,1,1,6,4,3,301,99,99,1,999,16,12,18,9,3,999,3,9999,99,2,2,1
4656,2021,10,5,1,1,6,4,3,301,99,99,1,999,16,12,18,9,3,999,3,9999,99,2,2,1
4657,2021,11,21,4,3,6,5,1,101,6,6,1,24,3,3,5,1,4,67,1,2019,5,1,2,1
4658,2021,11,17,3,2,6,5,1,101,12,12,1,36,6,6,8,1,4,27,4,2017,5,1,2,1
4659,2021,11,21,4,3,6,5,1,101,12,12,1,999,16,12,18,9,4,32,1,2020,6,6,2,1
4660,2021,11,8,2,1,6,5,1,108,8,99,1,37,6,6,8,1,4,32,1,2021,6,1,2,1
4661,2021,11,20,4,3,6,5,22,2201,99,99,1,18,2,2,4,1,4,6,1,9999,99,1,2,1
4662,2021,11,20,4,3,6,5,22,2201,99,99,1,21,3,3,5,1,4,6,1,9999,99,1,2,1
4663,2021,11,14,3,2,6,5,21,2102,99,99,1,22,3,3,5,1,4,100,5,2019,5,1,1,2
4664,2021,11,19,4,3,6,5,5,506,99,99,1,29,4,4,6,1,1,27,4,2008,4,3,2,1
4665,2021,11,19,4,3,6,5,5,506,99,99,1,32,5,5,7,1,1,27,4,2008,4,3,2,1
4666,2021,11,19,4,3,6,5,5,506,99,99,1,25,4,4,6,1,1,27,4,2008,4,3,2,1
4667,2021,11,11,2,1,6,5,6,607,99,99,1,20,3,3,5,1,4,999,99,9999,99,1,2,2
4668,2021,11,11,2,1,6,5,6,607,99,99,2,29,4,4,6,1,4,999,99,9999,99,1,2,2
4669,2021,11,11,2,1,6,5,6,607,99,99,1,5,1,1,2,2,4,999,99,9999,99,1,2,2
4670,2021,11,19,4,3,6,5,12,1215,99,99,1,33,5,5,7,1,4,32,1,9999,99,1,2,1
4671,2021,11,11,2,1,6,5,16,1601,99,99,1,32,5,5,7,1,9,69,2,2012,5,1,2,1
4672,2021,11,11,2,1,6,5,16,1601,99,99,1,27,4,4,6,1,4,32,1,9999,99,1,2,1
4673,2021,11,12,3,2,6,5,16,1604,99,99,1,45,8,8,10,1,4,6,5,2017,5,1,2,1
4674,2021,11,23,4,3,6,5,17,1703,99,99,1,22,3,3,5,1,4,67,1,9999,99,1,2,1
4675,2021,11,19,4,3,6,5,18,1801,99,99,1,6,1,1,2,2,4,999,99,9999,99,1,2,1
4676,2021,11,19,4,3,6,5,18,1801,99,99,2,11,1,1,3,2,4,999,99,9999,99,1,2,1
4677,2021,12,12,3,2,6,6,1,101,9,9,1,41,7,7,9,1,9,999,99,9999,99,1,2,1
4678,2021,12,12,3,2,6,6,1,101,9,9,2,30,5,5,7,1,9,999,99,9999,99,1,2,1
4679,2021,12,12,3,2,6,6,1,101,9,9,1,50,9,9,11,1,9,999,99,9999,99,1,2,1
4680,2021,12,14,3,2,6,6,1,101,2,2,1,28,4,4,6,1,4,27,4,2016,5,1,2,1
4681,2021,12,8,2,1,6,6,1,116,99,99,1,30,5,5,7,1,4,999,99,9999,99,1,2,1
4682,2021,12,15,3,2,6,6,21,2106,99,99,1,55,10,10,12,1,4,32,99,9999,99,1,2,1
4683,2021,12,19,4,3,6,6,21,2101,99,99,1,24,3,3,5,1,4,999,99,9999,99,1,2,1
4684,2021,12,19,4,3,6,6,21,2101,99,99,1,21,3,3,5,1,4,999,99,9999,99,1,2,1
4685,2021,12,15,3,2,6,6,5,505,99,99,2,24,3,3,5,1,4,6,5,2008,4,1,2,1
4686,2021,12,15,3,2,6,6,5,505,99,99,2,31,5,5,7,1,4,6,5,2008,4,1,2,1
4687,2021,12,21,4,3,6,6,11,1101,99,99,1,34,5,5,7,1,4,67,4,9999,99,1,2,1
4688,2021,12,21,4,3,6,6,11,1101,99,99,2,32,5,5,7,1,4,67,3,9999,99,1,2,1
4689,2021,12,19,4,3,6,6,2,201,99,99,1,45,8,8,10,1,4,67,3,9999,99,1,2,2
4690,2021,12,19,4,3,6,6,2,201,99,99,2,43,7,7,9,1,4,67,3,9999,99,1,2,2
4691,2021,12,23,4,3,6,6,22,2207,99,99,1,49,8,8,10,1,2,69,6,1993,3,1,2,1
4692,2021,12,23,4,3,6,6,22,2207,99,99,2,49,8,8,10,1,2,69,6,1993,3,1,2,1
