num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,zona_ciudad,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
349,2021,24,18,4,3,1,7,1,101,17,17,4,999,99,9999,99,1
350,2021,24,20,4,3,1,7,1,113,99,99,4,38,5,9999,99,6
351,2021,24,9,2,1,1,7,1,101,12,12,1,41,2,2015,5,1
352,2021,24,11,2,1,1,7,1,101,12,12,1,41,4,2014,5,1
353,2021,24,19,4,3,1,7,1,101,12,12,4,999,5,9999,99,6
354,2021,24,13,3,2,1,7,1,114,99,99,4,999,99,9999,99,1
355,2021,24,15,3,2,1,7,1,115,99,99,4,39,1,2019,5,1
356,2021,24,18,4,3,1,7,1,117,7,99,3,48,2,9999,99,1
357,2021,24,21,4,3,1,7,1,115,2,99,1,51,5,9999,99,1
358,2021,24,15,3,2,1,7,1,110,99,99,12,999,99,9999,99,1
359,2021,24,19,4,3,1,7,22,2201,99,99,2,69,4,9999,99,1
360,2021,24,18,4,3,1,7,5,513,99,99,4,999,99,9999,99,1
361,2021,24,12,3,2,1,7,6,602,99,99,6,19,4,1998,3,1
362,2021,24,5,1,1,1,7,6,608,99,99,4,2,17,9999,99,6
363,2021,24,16,3,2,1,7,6,608,99,99,3,69,1,9999,99,1
364,2021,24,19,4,3,1,7,6,606,99,99,3,31,2,9999,99,1
365,2021,24,10,2,1,1,7,10,1001,99,99,1,56,4,9999,99,1
366,2021,24,22,4,3,1,7,10,1021,99,99,4,999,99,9999,99,1
367,2021,24,21,4,3,1,7,10,1001,99,99,3,999,3,9999,99,1
368,2021,24,0,1,1,1,7,12,1222,99,99,4,190,4,2019,5,1
369,2021,24,16,3,2,1,7,13,1301,99,99,4,27,1,9999,99,1
370,2021,24,9,2,1,1,7,16,1601,99,99,1,48,11,1998,3,1
371,2021,24,7,2,1,1,7,16,1601,99,99,9,999,7,9999,99,1
372,2021,24,21,4,3,1,7,16,1601,1,99,9,69,2,9999,99,1
373,2021,24,21,4,3,1,7,16,1604,99,99,4,6,5,9999,99,1
374,2021,24,22,4,3,1,7,15,1502,99,99,1,69,3,2005,4,1
375,2021,24,17,3,2,1,7,2,202,99,99,1,69,99,9999,99,1
376,2021,24,23,4,3,1,7,2,201,99,99,4,6,4,9999,99,6
377,2021,24,16,3,2,1,7,18,1801,99,99,6,19,10,2002,4,1
378,2021,24,19,4,3,1,7,18,1804,99,99,6,19,2,1999,3,1
379,2021,24,17,3,2,1,7,17,1703,99,99,4,999,99,9999,99,1
380,2021,24,18,4,3,1,7,7,718,99,99,4,32,5,2018,5,1
381,2021,24,21,4,3,1,7,3,301,99,99,3,999,99,9999,99,2
382,2021,25,12,3,2,1,1,1,101,2,2,4,18,1,2019,5,2
383,2021,25,19,4,3,1,1,1,104,99,99,3,10,5,1988,2,1
384,2021,25,19,4,3,1,1,1,104,99,99,4,999,99,9999,99,6
385,2021,25,13,3,2,1,1,1,101,11,11,4,6,5,9999,99,1
386,2021,25,20,4,3,1,1,1,101,7,7,4,999,3,9999,99,6
387,2021,25,15,3,2,1,1,1,115,99,99,6,19,5,9999,99,1
388,2021,25,18,4,3,1,1,1,114,99,99,4,53,5,9999,99,6
389,2021,25,13,3,2,1,1,1,109,2,99,5,26,2,2015,5,1
390,2021,25,17,3,2,1,1,1,108,10,99,1,21,99,1990,3,1
391,2021,25,1,1,1,1,1,5,509,99,99,5,30,2,9999,99,1
392,2021,25,4,1,1,1,1,5,502,99,99,6,40,2,2009,4,1
393,2021,25,21,4,3,1,1,5,501,99,99,99,999,99,9999,99,1
394,2021,25,14,3,2,1,1,10,1001,99,99,1,27,10,9999,99,1
395,2021,25,17,3,2,1,1,10,1001,99,99,4,67,5,9999,99,1
396,2021,25,19,4,3,1,1,10,1016,99,99,4,64,5,9999,99,6
397,2021,25,19,4,3,1,1,16,1601,99,99,3,69,99,9999,99,2
398,2021,25,18,4,3,1,1,17,1712,99,99,4,64,1,9999,99,2
399,2021,25,14,3,2,1,1,4,409,99,99,6,999,14,9999,99,1
400,2021,25,19,4,3,1,1,3,308,99,99,9,41,2,2008,4,1
401,2021,26,8,2,1,1,2,1,101,9,9,1,48,3,2001,4,2
402,2021,26,20,4,3,1,2,1,105,99,99,4,999,99,9999,99,6
403,2021,26,0,1,1,1,2,1,116,1,99,4,32,5,9999,99,6
404,2021,26,10,2,1,1,2,1,116,99,99,2,27,3,2003,4,7
405,2021,26,16,3,2,1,2,1,116,99,99,2,27,4,9999,99,1
406,2021,26,17,3,2,1,2,1,117,8,99,1,999,99,9999,99,1
407,2021,26,21,4,3,1,2,1,117,10,99,1,27,4,2007,4,1
408,2021,26,11,2,1,1,2,21,2101,99,99,2,41,99,9999,99,1
409,2021,26,20,4,3,1,2,20,2001,99,99,1,69,11,1997,3,1
410,2021,26,21,4,3,1,2,5,511,99,99,9,48,1,9999,99,1
411,2021,26,9,2,1,1,2,5,513,99,99,5,30,2,9999,99,1
412,2021,26,18,4,3,1,2,6,614,99,99,3,69,4,1989,2,1
413,2021,26,12,3,2,1,2,6,606,99,99,1,999,3,1993,3,1
414,2021,26,13,3,2,1,2,10,1021,99,99,4,27,5,9999,99,1
415,2021,26,23,4,3,1,2,11,1106,99,99,4,32,3,9999,99,6
416,2021,26,20,4,3,1,2,17,1712,99,99,6,999,2,9999,99,1
417,2021,26,18,4,3,1,2,7,705,99,99,3,69,99,1992,3,1
418,2021,26,21,4,3,1,2,3,301,99,99,4,27,5,9999,99,1
419,2021,27,17,3,2,1,3,1,101,2,2,1,69,5,2007,4,1
420,2021,27,14,3,2,1,3,1,106,99,99,1,28,2,2015,5,1
421,2021,27,18,4,3,1,3,1,101,6,6,1,10,1,9999,99,1
422,2021,27,14,3,2,1,3,1,101,5,5,1,48,5,2009,4,1
423,2021,27,17,3,2,1,3,1,101,16,16,2,69,4,2003,4,1
424,2021,27,10,2,1,1,3,1,101,12,12,1,69,4,2018,5,1
425,2021,27,6,2,1,1,3,1,101,12,12,4,32,1,9999,99,1
426,2021,27,6,2,1,1,3,1,101,12,12,4,27,5,9999,99,1
427,2021,27,6,2,1,1,3,1,117,1,99,1,48,3,9999,99,1
428,2021,27,14,3,2,1,3,1,114,99,99,3,999,3,9999,99,1
429,2021,27,23,4,3,1,3,1,115,1,99,99,69,5,9999,99,1
430,2021,27,19,4,3,1,3,21,2101,99,99,1,14,99,1984,2,2
431,2021,27,13,3,2,1,3,5,501,99,99,4,32,99,9999,99,2
432,2021,27,20,4,3,1,3,11,1102,99,99,3,17,6,2000,4,1
433,2021,27,18,4,3,1,3,13,1301,99,99,1,69,99,1994,3,1
434,2021,27,21,4,3,1,3,13,1301,9,99,4,18,1,9999,99,1
435,2021,27,17,3,2,1,3,16,1609,99,99,9,69,2,2010,5,2
436,2021,27,9,2,1,1,3,17,1710,99,99,4,77,4,9999,99,2
437,2021,27,17,3,2,1,3,4,402,99,99,5,41,2,2019,5,1
438,2021,27,11,2,1,1,3,4,401,99,99,1,21,6,1994,3,3
439,2021,28,3,1,1,1,4,1,101,21,21,3,999,99,9999,99,1
440,2021,28,21,4,3,1,4,1,101,12,12,1,52,5,2015,5,1
441,2021,28,20,4,3,1,4,21,2101,99,99,5,999,99,9999,99,1
442,2021,28,23,4,3,1,4,20,2001,99,99,4,67,5,9999,99,2
443,2021,28,20,4,3,1,4,9,920,99,99,3,69,9,1988,2,1
444,2021,28,13,3,2,1,4,17,1703,99,99,4,999,99,9999,99,6
445,2021,28,15,3,2,1,4,14,1419,99,99,11,999,99,9999,99,7
446,2021,29,21,4,3,1,5,1,101,8,8,1,48,6,1999,3,1
447,2021,29,11,2,1,1,5,1,101,6,6,3,17,11,2006,4,1
448,2021,29,18,4,3,1,5,1,101,13,13,4,2,1,2017,5,6
449,2021,29,0,1,1,1,5,1,101,7,7,3,69,9,1996,3,2
450,2021,29,12,3,2,1,5,1,101,7,7,3,17,4,2019,5,1
451,2021,29,13,3,2,1,5,1,108,4,99,1,28,7,1998,3,2
452,2021,29,14,3,2,1,5,1,108,11,99,1,27,4,2013,5,1
453,2021,29,20,4,3,1,5,1,108,6,99,1,69,4,2009,4,1
454,2021,29,22,4,3,1,5,1,108,6,99,1,48,2,2008,4,1
455,2021,29,9,2,1,1,5,1,108,11,99,5,999,99,9999,99,1
456,2021,29,6,2,1,1,5,20,2011,99,99,3,999,99,9999,99,7
457,2021,29,13,3,2,1,5,20,2005,99,99,4,2,5,9999,99,6
458,2021,29,20,4,3,1,5,11,1101,1,99,4,67,1,2020,6,1
459,2021,29,20,4,3,1,5,11,1102,99,99,4,999,99,9999,99,6
460,2021,29,8,2,1,1,5,16,1601,99,99,3,48,4,9999,99,1
461,2021,29,21,4,3,1,5,16,1601,2,99,4,27,1,2019,5,1
462,2021,29,13,3,2,1,5,17,1710,99,99,4,999,99,9999,99,6
463,2021,29,11,2,1,1,5,14,1404,99,99,3,999,5,9999,99,3
464,2021,29,12,3,2,1,5,4,401,99,99,3,69,5,9999,99,3
465,2021,30,12,3,2,1,6,1,101,1,1,3,48,4,1988,2,1
466,2021,30,5,1,1,1,6,1,101,6,6,4,6,1,2012,5,1
467,2021,30,20,4,3,1,6,1,101,18,18,4,32,1,2018,5,1
468,2021,30,21,4,3,1,6,1,101,13,13,4,100,1,2020,6,6
469,2021,30,0,1,1,1,6,1,101,11,11,4,6,1,9999,99,6
470,2021,30,22,4,3,1,6,1,101,12,12,4,163,99,9999,99,6
471,2021,30,20,4,3,1,6,1,115,99,99,4,168,5,9999,99,1
472,2021,30,4,1,1,1,6,1,117,99,99,4,999,99,9999,99,1
473,2021,30,16,3,2,1,6,1,115,6,99,4,67,1,2020,6,6
474,2021,30,1,1,1,1,6,1,108,8,99,5,30,2,2000,4,1
475,2021,30,8,2,1,1,6,1,108,4,99,99,999,99,9999,99,3
476,2021,30,22,4,3,1,6,1,110,99,99,1,27,3,2019,5,1
477,2021,30,16,3,2,1,6,1,108,6,99,4,32,99,9999,99,6
478,2021,30,6,2,1,1,6,22,2202,99,99,3,999,99,9999,99,1
479,2021,30,5,1,1,1,6,21,2101,99,99,1,69,5,2000,4,1
480,2021,30,23,4,3,1,6,20,2001,99,99,4,999,2,9999,99,6
481,2021,30,11,2,1,1,6,5,506,99,99,4,67,5,2008,4,1
482,2021,30,1,1,1,1,6,5,501,99,99,4,6,5,9999,99,6
483,2021,30,12,3,2,1,6,11,1101,99,99,3,69,2,9999,99,2
484,2021,30,22,4,3,1,6,11,1107,99,99,1,27,10,2010,5,1
485,2021,30,2,1,1,1,6,12,1218,99,99,4,168,5,9999,99,6
486,2021,30,14,3,2,1,6,13,1319,99,99,1,69,3,2005,4,1
487,2021,30,17,3,2,1,6,18,1803,99,99,5,41,2,2019,5,1
488,2021,30,13,3,2,1,6,18,1801,99,99,1,56,4,9999,99,2
489,2021,30,21,4,3,1,6,14,1420,99,99,4,6,3,9999,99,1
490,2021,30,22,4,3,1,6,14,1403,99,99,3,999,1,1991,3,2
491,2021,30,17,3,2,1,6,4,401,99,99,1,27,4,9999,99,1
492,2021,30,11,2,1,1,6,3,312,99,99,6,999,99,9999,99,1
493,2021,30,15,3,2,1,6,3,312,6,99,4,67,5,9999,99,6
494,2021,31,18,4,3,1,7,1,101,1,1,1,69,99,2002,4,1
495,2021,31,17,3,2,1,7,1,101,1,1,1,52,4,2017,5,1
496,2021,31,15,3,2,1,7,1,101,18,18,4,54,5,2021,6,1
497,2021,31,9,2,1,1,7,1,101,12,12,2,69,1,2021,6,1
498,2021,31,17,3,2,1,7,1,101,12,12,4,100,6,9999,99,2
499,2021,31,8,2,1,1,7,1,115,1,99,1,27,2,9999,99,1
500,2021,31,17,3,2,1,7,1,117,7,99,1,999,4,9999,99,1
501,2021,31,23,4,3,1,7,1,117,7,99,99,999,99,9999,99,1
502,2021,31,21,4,3,1,7,1,115,1,99,1,41,9,2018,5,1
503,2021,31,1,1,1,1,7,1,116,1,99,1,52,11,9999,99,1
504,2021,31,20,4,3,1,7,1,108,2,99,1,48,4,2011,5,1
505,2021,31,18,4,3,1,7,22,2201,99,99,2,999,4,9999,99,1
506,2021,31,21,4,3,1,7,5,501,1,99,4,6,3,9999,99,6
507,2021,31,6,2,1,1,7,5,501,99,99,2,28,2,2010,5,1
508,2021,31,21,4,3,1,7,5,502,99,99,1,52,4,2005,4,1
509,2021,31,10,2,1,1,7,5,511,99,99,3,999,1,9999,99,1
510,2021,31,11,2,1,1,7,11,1106,99,99,1,41,1,9999,99,1
511,2021,31,19,4,3,1,7,16,1601,99,99,12,30,1,1990,3,1
512,2021,31,1,1,1,1,7,18,1801,99,99,4,32,5,9999,99,6
513,2021,31,0,1,1,1,7,17,1714,99,99,4,999,99,9999,99,2
514,2021,31,0,1,1,1,7,14,1401,4,99,5,31,2,1994,3,1
515,2021,31,23,4,3,1,7,4,401,99,99,5,41,3,2011,5,1
516,2021,31,8,2,1,1,7,3,301,99,99,1,69,6,2001,4,1
517,2021,31,13,3,2,1,7,3,309,99,99,99,17,99,2006,4,1
518,2021,1,14,3,2,1,5,1,114,99,99,1,999,99,9999,99,5
519,2021,1,11,2,1,1,5,10,1019,99,99,4,999,1,2020,6,5
520,2021,1,20,4,3,1,5,2,205,99,99,1,999,99,9999,99,5
521,2021,1,19,4,3,1,5,14,1419,99,99,3,999,99,9999,99,5
522,2021,1,19,4,3,1,5,7,701,99,99,99,999,99,9999,99,5
523,2021,1,2,1,1,1,5,4,401,99,99,4,67,5,9999,99,5
524,2021,2,7,2,1,1,6,9,901,3,99,4,54,5,2017,5,5
525,2021,2,12,3,2,1,6,8,802,99,99,5,999,99,9999,99,5
526,2021,3,11,2,1,1,7,18,1804,99,99,4,999,99,9999,99,5
527,2021,4,18,4,3,1,1,1,102,99,99,99,41,2,1997,3,5
528,2021,4,23,4,3,1,1,1,101,13,13,99,999,99,9999,99,5
529,2021,4,19,4,3,1,1,1,114,99,99,4,999,99,9999,99,5
530,2021,4,12,3,2,1,1,11,1109,99,99,5,67,2,9999,99,5
531,2021,4,20,4,3,1,1,11,1101,99,99,6,999,99,9999,99,5
532,2021,4,20,4,3,1,1,4,401,99,99,4,67,5,9999,99,5
533,2021,5,20,4,3,1,2,10,1010,99,99,4,6,1,9999,99,5
534,2021,5,18,4,3,1,2,11,1102,99,99,4,27,2,9999,99,5
535,2021,5,12,3,2,1,2,9,913,99,99,4,6,1,2016,5,5
536,2021,5,19,4,3,1,2,14,1401,99,99,1,73,2,1993,3,5
537,2021,6,9,2,1,1,3,5,506,99,99,4,999,99,9999,99,5
538,2021,6,19,4,3,1,3,22,2217,99,99,4,6,99,9999,99,5
539,2021,7,7,2,1,1,4,9,920,99,99,4,999,99,9999,99,5
540,2021,8,18,4,3,1,5,1,115,12,99,4,6,5,2020,6,5
541,2021,8,16,3,2,1,5,1,115,1,99,3,999,1,9999,99,5
542,2021,8,16,3,2,1,5,1,108,11,99,1,999,99,9999,99,5
543,2021,8,15,3,2,1,5,22,2207,99,99,3,69,6,9999,99,5
544,2021,8,19,4,3,1,5,6,601,99,99,1,999,99,9999,99,5
545,2021,8,19,4,3,1,5,10,1015,99,99,4,27,1,2015,5,5
546,2021,8,22,4,3,1,5,12,1222,99,99,1,999,99,9999,99,5
547,2021,9,8,2,1,1,6,1,101,18,18,4,67,1,2017,5,5
548,2021,9,14,3,2,1,6,1,114,10,99,1,999,99,9999,99,5
549,2021,9,14,3,2,1,6,1,114,10,99,4,5,1,9999,99,5
550,2021,9,22,4,3,1,6,19,1904,99,99,1,48,4,2014,5,5
551,2021,9,10,2,1,1,6,1,108,6,99,1,69,4,9999,99,5
552,2021,9,20,4,3,1,6,1,109,99,99,1,69,1,9999,99,5
553,2021,9,20,4,3,1,6,1,108,6,99,4,67,99,9999,99,5
554,2021,9,21,4,3,1,6,1,101,18,18,4,18,2,2015,5,5
555,2021,9,20,4,3,1,6,1,101,11,11,1,27,9,2008,4,5
556,2021,9,17,3,2,1,6,1,114,99,99,5,26,2,9999,99,5
557,2021,9,8,2,1,1,6,1,114,17,99,1,52,4,2014,5,5
558,2021,9,11,2,1,1,6,1,114,12,99,4,168,5,2019,5,5
559,2021,10,2,1,1,1,7,1,105,99,99,1,999,99,9999,99,5
560,2021,10,18,4,3,1,7,1,107,99,99,4,27,5,2019,5,5
561,2021,10,17,3,2,1,7,21,2102,99,99,3,69,2,1994,3,5
562,2021,10,19,4,3,1,7,10,1001,99,99,3,999,99,9999,99,5
563,2021,11,16,3,2,1,1,1,101,9,9,11,999,99,9999,99,5
564,2021,11,5,1,1,1,1,1,101,12,12,5,999,99,9999,99,5
565,2021,11,7,2,1,1,1,1,116,99,99,1,999,99,9999,99,5
566,2021,11,7,2,1,1,1,1,115,5,99,1,27,4,9999,99,5
567,2021,11,20,4,3,1,1,1,110,99,99,4,87,2,2016,5,5
568,2021,11,14,3,2,1,1,1,108,1,99,1,999,99,9999,99,5
569,2021,11,7,2,1,1,1,5,501,1,99,4,54,1,2020,6,5
570,2021,11,21,4,3,1,1,11,1105,99,99,4,999,99,9999,99,5
571,2021,11,10,2,1,1,1,17,1710,99,99,4,67,99,9999,99,5
572,2021,11,20,4,3,1,1,4,401,99,99,4,67,1,2020,6,5
573,2021,12,16,3,2,1,2,1,101,18,18,4,115,1,2007,4,5
574,2021,12,19,4,3,1,2,1,101,5,5,4,27,3,2020,6,5
575,2021,12,17,3,2,1,2,20,2001,1,99,4,67,2,9999,99,5
576,2021,12,22,4,3,1,2,9,901,99,99,99,999,99,9999,99,5
577,2021,12,10,2,1,1,2,12,1201,99,99,5,999,99,9999,99,5
578,2021,12,16,3,2,1,2,17,1710,99,99,4,999,99,9999,99,5
579,2021,12,10,2,1,1,2,4,414,99,99,99,999,99,9999,99,5
580,2021,12,17,3,2,1,2,3,303,99,99,4,18,5,2020,6,5
581,2021,12,10,2,1,1,2,3,303,99,99,3,999,4,9999,99,5
582,2021,13,7,2,1,1,3,1,101,1,1,4,32,4,2013,5,5
583,2021,13,8,2,1,1,3,1,101,12,12,4,25,5,2019,5,5
584,2021,13,11,2,1,1,3,1,115,99,99,2,69,2,2004,4,5
585,2021,13,19,4,3,1,3,1,115,12,99,1,999,99,9999,99,5
586,2021,13,22,4,3,1,3,17,1713,99,99,1,999,99,9999,99,5
587,2021,14,5,1,1,1,4,1,101,25,25,3,69,2,2007,4,5
588,2021,14,14,3,2,1,4,10,1010,1,99,12,30,7,9999,99,5
589,2021,14,21,4,3,1,4,16,1602,1,99,1,48,99,2013,5,5
590,2021,15,19,4,3,1,5,1,101,18,18,4,27,4,1999,3,5
591,2021,15,19,4,3,1,5,11,1109,99,99,14,6,1,2009,4,5
592,2021,15,16,3,2,1,5,18,1804,99,99,4,67,4,2016,5,5
593,2021,16,8,2,1,1,6,1,101,9,9,4,67,5,2018,5,5
594,2021,16,21,4,3,1,6,1,101,11,11,1,27,4,2011,5,5
595,2021,16,19,4,3,1,6,1,116,99,99,4,6,5,9999,99,5
596,2021,16,14,3,2,1,6,1,109,99,99,12,999,7,9999,99,5
597,2021,16,20,4,3,1,6,1,108,6,99,1,28,2,9999,99,5
598,2021,16,12,3,2,1,6,1,108,2,99,5,52,2,9999,99,5
599,2021,16,21,4,3,1,6,20,2005,99,99,99,999,99,9999,99,5
600,2021,16,22,4,3,1,6,19,1901,99,99,99,999,99,9999,99,5
601,2021,16,20,4,3,1,6,18,1803,99,99,99,999,99,9999,99,5
602,2021,16,15,3,2,1,6,7,701,99,99,99,999,99,9999,99,5
603,2021,17,19,4,3,1,7,1,101,1,1,99,999,99,9999,99,5
604,2021,17,18,4,3,1,7,19,1903,99,99,99,999,99,9999,99,5
605,2021,17,21,4,3,1,7,4,401,99,99,99,999,99,9999,99,5
606,2021,18,8,2,1,1,1,1,101,12,12,99,999,99,9999,99,5
607,2021,18,8,2,1,1,1,1,101,12,12,99,999,99,9999,99,5
608,2021,18,11,2,1,1,1,1,115,99,99,99,999,99,9999,99,5
609,2021,18,0,1,1,1,1,20,2004,99,99,99,999,99,9999,99,5
610,2021,18,6,2,1,1,1,11,1109,99,99,1,69,1,1988,2,5
611,2021,19,7,2,1,1,2,5,505,1,99,5,30,2,1993,3,5
612,2021,19,22,4,3,1,2,2,201,99,99,99,999,99,9999,99,5
613,2021,19,1,1,1,1,2,1,115,99,99,99,999,99,9999,99,5
614,2021,20,9,2,1,1,3,1,101,1,1,4,999,5,9999,99,5
615,2021,20,18,4,3,1,3,1,101,7,7,4,999,99,9999,99,5
616,2021,20,2,1,1,1,3,5,504,99,99,5,19,2,9999,99,5
617,2021,20,16,3,2,1,3,5,505,99,99,4,27,1,9999,99,5
618,2021,20,9,2,1,1,3,5,501,99,99,99,999,99,9999,99,5
619,2021,20,18,4,3,1,3,9,921,99,99,9,69,3,2006,4,5
620,2021,20,20,4,3,1,3,7,713,99,99,1,999,2,9999,99,5
621,2021,21,10,2,1,1,4,1,101,15,15,1,999,99,9999,99,5
622,2021,21,20,4,3,1,4,1,101,21,21,4,64,1,2020,6,5
623,2021,21,17,3,2,1,4,1,115,6,99,14,999,99,9999,99,5
624,2021,21,8,2,1,1,4,1,111,99,99,3,69,2,1998,3,5
625,2021,21,13,3,2,1,4,6,606,99,99,5,52,2,9999,99,5
626,2021,22,9,2,1,1,5,1,101,18,18,4,64,1,2015,5,5
627,2021,22,18,4,3,1,5,1,101,25,25,2,999,7,9999,99,5
628,2021,22,11,2,1,1,5,1,116,99,99,4,999,99,9999,99,5
629,2021,22,14,3,2,1,5,1,116,99,99,5,41,2,9999,99,5
630,2021,22,20,4,3,1,5,1,114,99,99,2,69,5,9999,99,5
631,2021,22,7,2,1,1,5,1,108,4,99,1,69,2,2013,5,5
632,2021,22,19,4,3,1,5,21,2101,99,99,4,6,1,9999,99,5
633,2021,22,15,3,2,1,5,5,513,99,99,5,999,99,9999,99,5
634,2021,22,19,4,3,1,5,14,1412,99,99,9,69,6,9999,99,5
635,2021,23,22,4,3,1,6,1,114,99,99,4,32,5,2013,5,5
636,2021,23,14,3,2,1,6,5,502,99,99,3,999,1,9999,99,5
637,2021,23,19,4,3,1,6,5,502,99,99,12,999,7,9999,99,5
638,2021,23,20,4,3,1,6,11,1108,99,99,4,27,5,9999,99,5
639,2021,23,20,4,3,1,6,8,801,99,99,2,27,5,2001,4,5
640,2021,23,7,2,1,1,6,17,1714,99,99,1,999,99,9999,99,5
641,2021,23,11,2,1,1,6,14,1413,99,99,5,30,7,2002,4,5
642,2021,24,17,3,2,1,7,1,106,99,99,1,69,8,9999,99,5
643,2021,24,21,4,3,1,7,1,101,7,7,12,190,3,2002,4,5
644,2021,24,6,2,1,1,7,5,505,99,99,4,64,5,9999,99,5
645,2021,24,23,4,3,1,7,8,802,1,99,11,69,2,2008,4,5
646,2021,24,17,3,2,1,7,14,1415,99,99,3,69,4,1991,3,5
647,2021,24,21,4,3,1,7,7,705,99,99,4,999,99,9999,99,5
648,2021,24,20,4,3,1,7,4,415,99,99,4,6,3,2019,5,5
649,2021,25,10,2,1,1,1,19,1903,99,99,1,48,4,2008,4,5
650,2021,25,10,2,1,1,1,4,401,99,99,4,32,3,9999,99,5
651,2021,25,19,4,3,1,1,22,2207,99,99,2,69,2,2001,4,5
652,2021,25,10,2,1,1,1,8,802,99,99,1,69,9,2001,4,5
653,2021,25,21,4,3,1,1,1,115,99,99,6,999,99,9999,99,5
654,2021,26,10,2,1,1,2,1,115,10,99,5,19,2,2001,4,5
655,2021,26,19,4,3,1,2,21,2106,99,99,2,27,7,2007,4,5
656,2021,26,12,3,2,1,2,16,1615,99,99,4,27,5,9999,99,5
657,2021,26,20,4,3,1,2,18,1805,99,99,3,999,99,9999,99,5
658,2021,26,21,4,3,1,2,14,1420,99,99,4,6,1,9999,99,5
659,2021,26,11,2,1,1,2,7,701,99,99,1,27,99,1998,3,5
660,2021,27,16,3,2,1,3,1,101,7,7,4,999,99,9999,99,5
661,2021,27,14,3,2,1,3,9,911,1,99,4,32,1,2021,6,5
662,2021,27,0,1,1,1,3,12,1215,99,99,1,21,2,2015,5,5
663,2021,27,3,1,1,1,3,8,801,99,99,99,999,99,9999,99,5
664,2021,28,20,4,3,1,4,10,1010,99,99,99,999,99,9999,99,5
665,2021,28,6,2,1,1,4,5,501,99,99,4,6,5,9999,99,5
666,2021,28,19,4,3,1,4,1,101,12,12,1,999,99,9999,99,5
667,2021,28,20,4,3,1,4,1,108,2,99,3,999,99,9999,99,5
668,2021,28,19,4,3,1,4,5,506,99,99,99,999,99,9999,99,5
669,2021,29,10,2,1,1,5,1,106,2,99,2,41,4,2021,6,5
670,2021,29,13,3,2,1,5,1,115,4,99,4,32,3,9999,99,5
671,2021,29,20,4,3,1,5,1,116,99,99,99,999,99,9999,99,5
672,2021,29,19,4,3,1,5,5,501,99,99,9,9,4,2015,5,5
673,2021,29,19,4,3,1,5,10,1021,99,99,4,67,4,9999,99,5
674,2021,29,21,4,3,1,5,11,1108,99,99,1,999,9,9999,99,5
675,2021,29,18,4,3,1,5,13,1304,99,99,3,999,2,9999,99,5
676,2021,29,22,4,3,1,5,8,803,99,99,99,999,99,9999,99,5
677,2021,29,18,4,3,1,5,2,203,99,99,6,999,99,9999,99,5
678,2021,30,0,1,1,1,6,1,115,99,99,99,999,99,9999,99,5
679,2021,30,19,4,3,1,6,1,101,12,12,99,999,4,9999,99,5
680,2021,30,16,3,2,1,6,1,115,3,99,4,6,2,9999,99,5
681,2021,30,16,3,2,1,6,9,901,3,99,3,999,5,9999,99,5
682,2021,30,18,4,3,1,6,12,1218,99,99,1,69,1,1997,3,5
683,2021,30,21,4,3,1,6,13,1325,99,99,2,999,9,9999,99,5
684,2021,30,20,4,3,1,6,5,504,99,99,99,999,99,9999,99,5
685,2021,30,20,4,3,1,6,16,1614,99,99,99,999,99,9999,99,5
686,2021,30,22,4,3,1,6,5,506,99,99,99,999,99,9999,99,5
687,2021,31,22,4,3,1,7,1,101,11,11,99,999,99,9999,99,5
688,2021,31,13,3,2,1,7,1,101,19,19,2,27,10,9999,99,5
689,2021,31,21,4,3,1,7,1,108,1,99,1,69,4,2012,5,5
690,2021,31,15,3,2,1,7,5,502,99,99,4,43,1,9999,99,5
691,2021,31,17,3,2,1,7,5,501,99,99,1,48,1,2000,4,5
692,2021,31,23,4,3,1,7,16,1601,99,99,99,999,99,9999,99,5
693,2021,31,20,4,3,1,7,14,1419,1,99,1,48,4,9999,99,5
694,2021,31,0,1,1,1,7,7,718,99,99,99,999,99,9999,99,5
695,2021,31,8,2,1,1,7,3,303,99,99,1,69,6,2001,4,5
696,2021,1,7,2,1,2,1,1,101,7,7,99,27,8,2009,4,1
697,2021,1,20,4,3,2,1,1,101,7,7,1,28,11,2013,5,1
698,2021,1,10,2,1,2,1,1,116,99,99,3,56,4,9999,99,1
699,2021,1,10,2,1,2,1,1,116,99,99,5,31,2,9999,99,1
700,2021,1,17,3,2,2,1,1,115,99,99,11,69,2,2020,6,1
701,2021,1,19,4,3,2,1,9,919,99,99,5,999,2,9999,99,1
702,2021,1,17,3,2,2,1,9,901,3,99,3,999,1,1990,3,1
703,2021,1,19,4,3,2,1,13,1303,99,99,3,48,6,1994,3,1
704,2021,1,22,4,3,2,1,16,1606,99,99,3,69,99,9999,99,7
705,2021,1,2,1,1,2,1,2,203,99,99,6,19,2,2009,4,3
706,2021,1,12,3,2,2,1,2,203,99,99,4,32,1,9999,99,1
707,2021,1,17,3,2,2,1,14,1401,99,99,3,999,4,1998,3,1
708,2021,1,21,4,3,2,1,7,709,99,99,2,69,6,2002,4,1
709,2021,1,15,3,2,2,1,3,309,99,99,1,10,4,2008,4,1
710,2021,1,20,4,3,2,1,5,505,99,99,5,30,1,1984,2,1
